,CID,name,smiles,7.1-Drug Indication,8.1-Pharmacodynamics,8.2-MeSH Pharmacological Classification,"8.5-Absorption, Distribution and Excretion",8.6-Metabolism/Metabolites,8.7-Biological Half-Life
0,1365001,CID 1365001,CCOC(=O)C1=C(N=C2N([C@H]1C3=C(C=C(C=C3)OC)OC)C(=O)C(=CC4=CC=C(O4)N(C)C)S2)C,,,,,,
1,1365002,N-[(2-ethoxy-5-methoxyphenyl)methylideneamino]-2-naphthalen-1-yloxyacetamide,CCOC1=C(C=C(C=C1)OC)C=NNC(=O)COC2=CC=CC3=CC=CC=C32,,,,,,
2,1365003,CID 1365003,CCOC(=O)C1=C(N=C2N([C@@H]1C3=C(C=C(C=C3)OC)OC)C(=O)C(=CC4=CC=C(O4)N(C)C)S2)C,,,,,,
3,1365004,"N-(4-bromophenyl)-2-[(3R)-1-(3-methoxyphenyl)-2,5-dioxopyrrolidin-3-yl]sulfanylacetamide",COC1=CC=CC(=C1)N2C(=O)C[C@H](C2=O)SCC(=O)NC3=CC=C(C=C3)Br,,,,,,
4,1365005,"N-(4-bromophenyl)-2-[(3S)-1-(3-methoxyphenyl)-2,5-dioxopyrrolidin-3-yl]sulfanylacetamide",COC1=CC=CC(=C1)N2C(=O)C[C@@H](C2=O)SCC(=O)NC3=CC=C(C=C3)Br,,,,,,
5,1365006,"5-(3,4-Dichlorophenyl)-2-[(4-methylpiperazin-1-yl)carbonyl]-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidine",CN1CCN(CC1)C(=O)C2=NN3C(=CC(=NC3=C2)C4=CC(=C(C=C4)Cl)Cl)C(F)(F)F,,,,,,
6,1365007,4-benzoyl-N-(4-(N-(thiazol-2-yl)sulfamoyl)phenyl)benzamide,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)NC4=NC=CS4,,,,,,
7,1365008,"ethyl 2-[(1R,2R,6S,7S)-3,5-dioxo-10-propan-2-ylidene-4-azatricyclo[5.2.1.02,6]dec-8-en-4-yl]benzoate",CCOC(=O)C1=CC=CC=C1N2C(=O)[C@@H]3[C@H]4C=C[C@@H]([C@@H]3C2=O)C4=C(C)C,,,,,,
8,1365009,"4,5-Dichloro-2-[[4-(2,3-dimethylphenoxy)phenyl]carbamoyl]benzoic acid",CC1=C(C(=CC=C1)OC2=CC=C(C=C2)NC(=O)C3=CC(=C(C=C3C(=O)O)Cl)Cl)C,,,,,,
9,1365010,"(3S)-1-(3,4-dimethylphenyl)-3-[(6-ethoxy-1,3-benzothiazol-2-yl)sulfanyl]pyrrolidine-2,5-dione",CCOC1=CC2=C(C=C1)N=C(S2)S[C@H]3CC(=O)N(C3=O)C4=CC(=C(C=C4)C)C,,,,,,
