,CID,name,smiles,7.1-Drug Indication,8.1-Pharmacodynamics,8.2-MeSH Pharmacological Classification,"8.5-Absorption, Distribution and Excretion",8.6-Metabolism/Metabolites,8.7-Biological Half-Life
0,3085001,"18-Benzyl-9,15,16-trimethyl-19-azatricyclo[11.7.0.01,17]icosa-3,11,15-triene-2,14,20-trione",CC1CCCCC=CC(=O)C23C(C=CC1)C(=O)C(=C(C2C(NC3=O)CC4=CC=CC=C4)C)C,,,,,,
1,3085002,"7-Ethyl-4,6-dihydroxy-5-methoxy-9,16-dimethyl-1-oxacyclohexadeca-11,13-diene-2,10-dione",CCC1CC(C(=O)C=CC=CCC(OC(=O)CC(C(C1O)OC)O)C)C,,,,,,
2,3085003,Pyrrolidin-2-one (hydrogen tribromide),C1CC(=O)NC1.C1CC(=O)NC1.C1CC(=O)NC1.Br.BrBr,,,,,,
3,3085004,Iturin C,CCCCCCCCCCCC1CC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)N1)CO)CC(=O)N)CCC(=O)N)CC(=O)N)CC3=CC=C(C=C3)O)CC(=O)O,,,,,,
4,3085005,Lemmatoxin C,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@H]([C@@H](O[C@@H]2O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3OC4CCC5(C(C4(C)C)CCC6(C5CC=C7[C@]6(CCC8(C7CC(CC8)(C)C)C(=O)O)C)C)C)CO)O)O)CO)O)O)O)O)O,,,,,,
5,3085006,CID 3085006,CCSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C.C(C(C(=O)O)O)C(=O)O,,,,,,
6,3085007,"potassium;7-chloro-4-oxo-2-phenyl-2,3-dihydro-1H-quinazoline-6-sulfonamide",C1=CC=C(C=C1)C2NC3=CC(=C(C=C3C(=O)N2)S(=O)(=O)N)Cl.[K+],,,,,,
7,3085008,Einecs 257-829-8,C1[NH+]2CN3CN1CN(C2)C3.C(#N)[S-],,,,,,
8,3085009,"(3-Hepta-1,3,5-trienyl-7-methyl-6,8-dioxoisochromen-7-yl) acetate",CC=CC=CC=CC1=CC2=CC(=O)C(C(=O)C2=CO1)(C)OC(=O)C,,,,,,
9,3085010,"3,4-Dihydroxy-N,N,N-trimethylbenzeneethanaminium iodide",C[N+](C)(C)CCC1=CC(=C(C=C1)O)O.[I-],,,,,,
10,3085011,6-Amino-2-[[3-amino-2-[[3-[[3-amino-3-(4-hydroxyphenyl)propanoyl]amino]-2-hydroxypropanoyl]amino]propanoyl]amino]-9-[[2-[3-[4-(diaminomethylideneamino)butylamino]propylamino]-2-oxoethyl]amino]-7-hydroxy-9-oxononanoic acid,C1=CC(=CC=C1C(CC(=O)NCC(C(=O)NC(CN)C(=O)NC(CCCC(C(CC(=O)NCC(=O)NCCCNCCCCN=C(N)N)O)N)C(=O)O)O)N)O,,,,,,
11,3085012,"(1S,4S,5R,6R,9S,14R)-4,5,6-trihydroxy-7,11-bis(hydroxymethyl)-3,11,14-trimethyltetracyclo[7.5.1.01,5.010,12]pentadeca-2,7-dien-15-one",C[C@@H]1CC2C(C2(C)CO)[C@@H]3C=C([C@H]([C@]4([C@@]1(C3=O)C=C([C@@H]4O)C)O)O)CO,,,,,,
12,3085013,16-Hydroxyingenol tetraacetate,C[C@@H]1C[C@@H]2[C@@H]([C@@]2(C)COC(=O)C)C3C=C([C@H]([C@]4([C@@]1(C3=O)C=C([C@@H]4OC(=O)C)C)O)OC(=O)C)COC(=O)C,,,,,,
13,3085014,"6-[(3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(3S,4S,5S,6R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]-5-hydroxy-7-methoxy-2-(4-methoxyphenyl)chromen-4-one",C[C@@H]1[C@H]([C@@H]([C@@H](C(O1)O[C@@H]2[C@H]([C@@H]([C@H](OC2C3=C(C=C4C(=C3O)C(=O)C=C(O4)C5=CC=C(C=C5)OC)OC)CO)O)O)O)O)O,,,,,,
14,3085015,CID 3085015,COC(=O)C1=CC2=CC=C(OC2=CC1=O)O,,,,,,
15,3085016,Einecs 258-145-2,C1=CC(=CC=C1N)S(=O)(=O)[O-].[Al+3],,,,,,
