,CID,name,smiles,7.1 Drug Indication,8.1 Pharmacodynamics,8.2 MeSH Pharmacological Classification,"8.5 Absorption,Distribution and Excretion",8.6 Metabolism/Metabolites,8.7 Biological Half-Life
0,1995001,"(6Z)-5-imino-6-[3-methoxy-4-(2-phenoxyethoxy)benzylidene]-2-(thiophen-2-yl)-5,6-dihydro-7H-[1,3,4]thiadiazolo[3,2-a]pyrimidin-7-one",COC1=C(C=CC(=C1)/C=C\2/C(=N)N3C(=NC2=O)SC(=N3)C4=CC=CS4)OCCOC5=CC=CC=C5,,,,,,
1,1995002,"N-[4-(benzyloxy)phenyl]-2-{[4-ethyl-5-(pyridin-2-yl)-4H-1,2,4-triazol-3-yl]sulfanyl}acetamide",CCN1C(=NN=C1SCC(=O)NC2=CC=C(C=C2)OCC3=CC=CC=C3)C4=CC=CC=N4,,,,,,
2,1995003,"methyl 4-[({[4-amino-5-(pyridin-2-yl)-4H-1,2,4-triazol-3-yl]sulfanyl}acetyl)amino]benzoate",COC(=O)C1=CC=C(C=C1)NC(=O)CSC2=NN=C(N2N)C3=CC=CC=N3,,,,,,
3,1995004,N-[2-(4-methylpiperazin-4-ium-1-yl)-2-oxoethyl]-N-naphthalen-1-ylmethanesulfonamide,C[NH+]1CCN(CC1)C(=O)CN(C2=CC=CC3=CC=CC=C32)S(=O)(=O)C,,,,,,
4,1995005,N-[2-(4-methylpiperazin-1-yl)-2-oxoethyl]-N-(naphthalen-1-yl)methanesulfonamide,CN1CCN(CC1)C(=O)CN(C2=CC=CC3=CC=CC=C32)S(=O)(=O)C,,,,,,
5,1995006,"2-{[4-amino-5-(3-methylphenyl)-4H-1,2,4-triazol-3-yl]sulfanyl}-N-(4-bromophenyl)acetamide",CC1=CC(=CC=C1)C2=NN=C(N2N)SCC(=O)NC3=CC=C(C=C3)Br,,,,,,
6,1995007,"N-[(1S,2S,4R)-2-bicyclo[2.2.1]heptanyl]-2-(N-(3,4-dimethoxyphenyl)sulfonyl-4-fluoroanilino)acetamide",COC1=C(C=C(C=C1)S(=O)(=O)N(CC(=O)N[C@H]2C[C@@H]3CC[C@H]2C3)C4=CC=C(C=C4)F)OC,,,,,,
7,1995008,CID 1995008,CC1=C(C(=CC=C1)C)OCCOC2=CC=C(C=C2)/C=C/3\C(=O)[N+]4=C(S3)NC5=CC=CC=C54,,,,,,
8,1995009,"(E)-2-(4-(2-(2,6-dimethylphenoxy)ethoxy)benzylidene)benzo[4,5]imidazo[2,1-b]thiazol-3(2H)-one",CC1=C(C(=CC=C1)C)OCCOC2=CC=C(C=C2)/C=C/3\C(=O)N4C5=CC=CC=C5N=C4S3,,,,,,
9,1995010,CID 1995010,CC1=C(C(=CC=C1)C)OCCOC2=CC=C(C=C2)/C=C\3/C(=O)[N+]4=C(S3)NC5=CC=CC=C54,,,,,,
10,1995011,"(2Z)-2-{4-[2-(2,6-dimethylphenoxy)ethoxy]benzylidene}[1,3]thiazolo[3,2-a]benzimidazol-3(2H)-one",CC1=C(C(=CC=C1)C)OCCOC2=CC=C(C=C2)/C=C\3/C(=O)N4C5=CC=CC=C5N=C4S3,,,,,,
11,1995012,"N-(4-butylphenyl)-2-{[4-(prop-2-en-1-yl)-5-(pyridin-3-yl)-4H-1,2,4-triazol-3-yl]sulfanyl}acetamide",CCCCC1=CC=C(C=C1)NC(=O)CSC2=NN=C(N2CC=C)C3=CN=CC=C3,,,,,,
12,1995013,CID 1995013,CC[NH+](CC)CCCNC(=C)[C@@H]1C(=O)NC(=O)N(C1=O)C2=CC=C(C=C2)C,,,,,,
13,1995014,CID 1995014,CCN(CC)CCCNC(=C)[C@@H]1C(=O)NC(=O)N(C1=O)C2=CC=C(C=C2)C,,,,,,
14,1995015,CID 1995015,CN1C2=C(C(=O)N(C1=O)C)[N+](=C(N2)C[NH+](C)CC3=CC=CC=C3)CCOC,,,,,,
15,1995016,CID 1995016,CN1C2=C(C(=O)N(C1=O)C)[N+](=C(N2)CN(C)CC3=CC=CC=C3)CCOC,,,,,,
16,1995017,"2-amino-1-[(3-methoxyphenyl)methylideneamino]-N-(3-methylphenyl)pyrrolo[3,2-b]quinoxaline-3-carboxamide",CC1=CC(=CC=C1)NC(=O)C2=C(N(C3=NC4=CC=CC=C4N=C23)N=CC5=CC(=CC=C5)OC)N,,,,,,
17,1995018,"ethyl 2-(3,5-dimethyl-1H-pyrazol-1-yl)-4-({2-[(4-methoxyphenyl)carbamoyl]phenyl}amino)pyrimidine-5-carboxylate",CCOC(=O)C1=CN=C(N=C1NC2=CC=CC=C2C(=O)NC3=CC=C(C=C3)OC)N4C(=CC(=N4)C)C,,,,,,
18,1995019,"(5Z)-5-(3,4-dichlorobenzylidene)-2-(4-fluorophenyl)[1,3]thiazolo[3,2-b][1,2,4]triazol-6(5H)-one",C1=CC(=CC=C1C2=NN3C(=O)/C(=C/C4=CC(=C(C=C4)Cl)Cl)/SC3=N2)F,,,,,,
19,1995020,CID 1995020,C1=CC(=CC=C1C2=NN3C(=O)/C(=C\C4=CC(=C(C=C4)Cl)Cl)/SC3=N2)F,,,,,,
20,1995021,"3-[(3-bromo-2-hydroxy-6,7,8,9-tetrahydrodibenzofuran-1-yl)methylideneamino]-1H-quinazoline-2,4-dione",C1CCC2=C(C1)C3=C(C(=C(C=C3O2)Br)O)C=NN4C(=O)C5=CC=CC=C5NC4=O,,,,,,
21,1995022,"[4-[3-[(4-Fluorophenyl)sulfonylamino]quinoxalin-2-yl]iminocyclohexa-2,5-dien-1-ylidene]-propoxymethanolate",CCCOC(=C1C=CC(=NC2=NC3=CC=CC=C3N=C2NS(=O)(=O)C4=CC=C(C=C4)F)C=C1)[O-],,,,,,
22,1995023,Propyl 4-[(3-{[(4-fluorophenyl)sulfonyl]amino}quinoxalin-2-yl)amino]benzoate,CCCOC(=O)C1=CC=C(C=C1)NC2=NC3=CC=CC=C3N=C2NS(=O)(=O)C4=CC=C(C=C4)F,,,,,,
23,1995024,"1-(4-amino-1,2,5-oxadiazol-3-yl)-N-[(2-chloro-6-fluorophenyl)methylideneamino]-5-(phenylsulfanylmethyl)triazole-4-carboxamide",C1=CC=C(C=C1)SCC2=C(N=NN2C3=NON=C3N)C(=O)NN=CC4=C(C=CC=C4Cl)F,,,,,,
24,1995025,CID 1995025,C[C@H]1CC2=C(O1)C=CC(=C2)C(=O)[C@H]3[C@@H](N(C(=O)C3=O)CCC4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-],,,,,,
25,1995026,CID 1995026,C[C@H]1CC2=C(O1)C=CC(=C2)C(=O)[C@@H]3[C@H](N(C(=O)C3=O)CCC4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-],,,,,,
26,1995027,CID 1995027,C[C@@H]1CC2=C(O1)C=CC(=C2)C(=O)[C@@H]3[C@H](N(C(=O)C3=O)CCC4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-],,,,,,
27,1995028,"2-{[3-(furan-2-ylmethyl)-5,6-dimethyl-4-oxo-3,4-dihydrothieno[2,3-d]pyrimidin-2-yl]sulfanyl}-N-(naphthalen-1-yl)acetamide",CC1=C(SC2=C1C(=O)N(C(=N2)SCC(=O)NC3=CC=CC4=CC=CC=C43)CC5=CC=CO5)C,,,,,,
28,1995029,"5-[(1-butyl-2,3-dihydro-1H-indol-5-yl)methylidene]-1,3-dimethylpyrimidine-2,4,6(1H,3H,5H)-trione",CCCCN1CCC2=C1C=CC(=C2)C=C3C(=O)N(C(=O)N(C3=O)C)C,,,,,,
29,1995030,"8-chloro-4-oxo-1,2,3,4-tetrahydrocyclopenta[c]chromen-7-yl N-(tert-butoxycarbonyl)-D-alaninate",C[C@H](C(=O)OC1=C(C=C2C3=C(CCC3)C(=O)OC2=C1)Cl)NC(=O)OC(C)(C)C,,,,,,
30,1995031,"N-(3-chloro-4-methoxyphenyl)-2-(5,6,7,8-tetrahydro[1]benzothieno[2,3-d]pyrimidin-4-ylsulfanyl)acetamide",COC1=C(C=C(C=C1)NC(=O)CSC2=NC=NC3=C2C4=C(S3)CCCC4)Cl,,,,,,
31,1995032,CID 1995032,CC(C)C1=CC=C(C=C1)C=NNC(=O)C(=O)NCCC[NH+]2CCOCC2,,,,,,
32,1995033,N-(3-morpholin-4-ylpropyl)-N'-[(4-propan-2-ylphenyl)methylideneamino]oxamide,CC(C)C1=CC=C(C=C1)C=NNC(=O)C(=O)NCCCN2CCOCC2,,,,,,
33,1995034,"[(2R)-2-methylbutyl] 2-amino-1-(3,5-dimethoxyphenyl)pyrrolo[3,2-b]quinoxaline-3-carboxylate",CC[C@@H](C)COC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)C4=CC(=CC(=C4)OC)OC)N,,,,,,
34,1995035,"[(2S)-2-methylbutyl] 2-amino-1-(3,5-dimethoxyphenyl)pyrrolo[3,2-b]quinoxaline-3-carboxylate",CC[C@H](C)COC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)C4=CC(=CC(=C4)OC)OC)N,,,,,,
35,1995036,N-[(2-hydroxy-3-methoxyphenyl)methylideneamino]-2-(2-methyl-4-oxoquinazolin-3-yl)oxyacetamide,CC1=NC2=CC=CC=C2C(=O)N1OCC(=O)NN=CC3=C(C(=CC=C3)OC)O,,,,,,
36,1995037,CID 1995037,C=C([C@H]1C(=O)NC(=O)N(C1=O)C2=CC=CC=C2)NCCC[NH+]3CCOCC3,,,,,,
37,1995038,CID 1995038,C=C([C@H]1C(=O)NC(=O)N(C1=O)C2=CC=CC=C2)NCCCN3CCOCC3,,,,,,
38,1995039,CID 1995039,C=CCOC1=CC=CC(=C1)[C@H]2[C@@H](C(=O)C(=O)N2CCC[N+]3=CNC=C3)C(=O)C4=CC=C(C=C4)Br,,,,,,
39,1995040,CID 1995040,C=CCOC1=CC=CC(=C1)[C@@H]2[C@@H](C(=O)C(=O)N2CCC[N+]3=CNC=C3)C(=O)C4=CC=C(C=C4)Br,,,,,,
40,1995041,CID 1995041,CC[NH+](CC)CCCN/C(=C/C)/C1C(=O)N(C(=O)N(C1=O)C)C,,,,,,
41,1995042,CID 1995042,CCN(CC)CCCN/C(=C/C)/C1C(=O)N(C(=O)N(C1=O)C)C,,,,,,
42,1995043,CID 1995043,CCCC[N+]1=C(NC2=CC=CC=C21)NCC3=CC(=C(C(=C3)OC)OC)OC,,,,,,
43,1995044,"N-Benzo[1,3]dioxol-5-yl-2-(4-furan-2-ylmethyl-5-pyridin-2-yl-4H-[1,2,4]triazol-3-ylsulfanyl)-acetamide",C1OC2=C(O1)C=C(C=C2)NC(=O)CSC3=NN=C(N3CC4=CC=CO4)C5=CC=CC=N5,,,,,,
44,1995045,"(5S)-1-(2-methylphenyl)-5-[1-(piperidin-1-ylamino)ethenyl]-1,3-diazinane-2,4,6-trione",CC1=CC=CC=C1N2C(=O)[C@H](C(=O)NC2=O)C(=C)NN3CCCCC3,,,,,,
45,1995046,"4-(4-Chlorophenyl)-5-[(4-chlorophenyl)methylsulfanyl]-11-methyl-8-thia-4,6-diaza-11-azoniatricyclo[7.4.0.02,7]trideca-1(9),2(7),5-trien-3-one",C[NH+]1CCC2=C(C1)SC3=C2C(=O)N(C(=N3)SCC4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl,,,,,,
46,1995047,"2-[(4-chlorobenzyl)sulfanyl]-3-(4-chlorophenyl)-7-methyl-5,6,7,8-tetrahydropyrido[4',3':4,5]thieno[2,3-d]pyrimidin-4(3H)-one",CN1CCC2=C(C1)SC3=C2C(=O)N(C(=N3)SCC4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl,,,,,,
47,1995048,4-butyl-6-chloro-2-oxo-2H-chromen-7-yl N-(tert-butoxycarbonyl)-beta-alaninate,CCCCC1=CC(=O)OC2=CC(=C(C=C12)Cl)OC(=O)CCNC(=O)OC(C)(C)C,,,,,,
48,1995049,"2-amino-1-cyclohexyl-N-[2-(4-methoxyphenyl)ethyl]-1H-pyrrolo[2,3-b]quinoxaline-3-carboxamide",COC1=CC=C(C=C1)CCNC(=O)C2=C(N(C3=NC4=CC=CC=C4N=C23)C5CCCCC5)N,,,,,,
49,1995050,"N-[(2E)-1-butyl-3-cyano-10-methyl-5-oxo-1,5-dihydro-2H-dipyrido[1,2-a:2',3'-d]pyrimidin-2-ylidene]-3,4,5-triethoxybenzamide",CCCCN1C2=C(C=C(C1=NC(=O)C3=CC(=C(C(=C3)OCC)OCC)OCC)C#N)C(=O)N4C=CC=C(C4=N2)C,,,,,,
50,1995051,"2-{[4-amino-5-(pyridin-2-yl)-4H-1,2,4-triazol-3-yl]sulfanyl}-N-(2,6-dibromo-4-methylphenyl)acetamide",CC1=CC(=C(C(=C1)Br)NC(=O)CSC2=NN=C(N2N)C3=CC=CC=N3)Br,,,,,,
