,CID,name,smiles,7.1-Drug Indication,8.1-Pharmacodynamics,8.2-MeSH Pharmacological Classification,"8.5-Absorption, Distribution and Excretion",8.6-Metabolism/Metabolites,8.7-Biological Half-Life
0,1145001,"N-[(3,4-dimethoxyphenyl)methylideneamino]-2-(3-nitrophenoxy)acetamide",COC1=C(C=C(C=C1)C=NNC(=O)COC2=CC=CC(=C2)[N+](=O)[O-])OC,,,,,,
1,1145002,3-[(S)-[4-(4-fluorophenyl)piperazin-1-yl]-[1-[[(2R)-oxolan-2-yl]methyl]tetrazol-5-yl]methyl]-6-methyl-1H-quinolin-2-one,CC1=CC2=C(C=C1)NC(=O)C(=C2)[C@@H](C3=NN=NN3C[C@H]4CCCO4)N5CCN(CC5)C6=CC=C(C=C6)F,,,,,,
2,1145003,3-[(R)-[4-(4-fluorophenyl)piperazin-1-yl]-[1-[[(2R)-oxolan-2-yl]methyl]tetrazol-5-yl]methyl]-6-methyl-1H-quinolin-2-one,CC1=CC2=C(C=C1)NC(=O)C(=C2)[C@H](C3=NN=NN3C[C@H]4CCCO4)N5CCN(CC5)C6=CC=C(C=C6)F,,,,,,
3,1145004,[4-[[[2-(3-Methylanilino)acetyl]hydrazinylidene]methyl]phenyl] 2-chlorobenzoate,CC1=CC(=CC=C1)NCC(=O)NN=CC2=CC=C(C=C2)OC(=O)C3=CC=CC=C3Cl,,,,,,
4,1145005,3-[(S)-[4-(4-fluorophenyl)piperazin-1-yl]-[1-[[(2S)-oxolan-2-yl]methyl]tetrazol-5-yl]methyl]-6-methyl-1H-quinolin-2-one,CC1=CC2=C(C=C1)NC(=O)C(=C2)[C@@H](C3=NN=NN3C[C@@H]4CCCO4)N5CCN(CC5)C6=CC=C(C=C6)F,,,,,,
5,1145006,3-[(R)-[4-(4-fluorophenyl)piperazin-1-yl]-[1-[[(2S)-oxolan-2-yl]methyl]tetrazol-5-yl]methyl]-6-methyl-1H-quinolin-2-one,CC1=CC2=C(C=C1)NC(=O)C(=C2)[C@H](C3=NN=NN3C[C@@H]4CCCO4)N5CCN(CC5)C6=CC=C(C=C6)F,,,,,,
6,1145007,[2-Methoxy-4-[[[2-(2-methylphenoxy)acetyl]hydrazinylidene]methyl]phenyl] benzoate,CC1=CC=CC=C1OCC(=O)NN=CC2=CC(=C(C=C2)OC(=O)C3=CC=CC=C3)OC,,,,,,
7,1145008,3-[(S)-[4-(2-methoxyphenyl)piperazin-1-yl]-[1-[[(2R)-oxolan-2-yl]methyl]tetrazol-5-yl]methyl]-6-methyl-1H-quinolin-2-one,CC1=CC2=C(C=C1)NC(=O)C(=C2)[C@@H](C3=NN=NN3C[C@H]4CCCO4)N5CCN(CC5)C6=CC=CC=C6OC,,,,,,
8,1145009,2-(2-bromo-4-nitrophenoxy)-N-(naphthalen-2-ylmethylideneamino)acetamide,C1=CC=C2C=C(C=CC2=C1)C=NNC(=O)COC3=C(C=C(C=C3)[N+](=O)[O-])Br,,,,,,
9,1145010,3-[(R)-[4-(2-methoxyphenyl)piperazin-1-yl]-[1-[[(2R)-oxolan-2-yl]methyl]tetrazol-5-yl]methyl]-6-methyl-1H-quinolin-2-one,CC1=CC2=C(C=C1)NC(=O)C(=C2)[C@H](C3=NN=NN3C[C@H]4CCCO4)N5CCN(CC5)C6=CC=CC=C6OC,,,,,,
10,1145011,3-[(S)-[4-(2-methoxyphenyl)piperazin-1-yl]-[1-[[(2S)-oxolan-2-yl]methyl]tetrazol-5-yl]methyl]-6-methyl-1H-quinolin-2-one,CC1=CC2=C(C=C1)NC(=O)C(=C2)[C@@H](C3=NN=NN3C[C@@H]4CCCO4)N5CCN(CC5)C6=CC=CC=C6OC,,,,,,
11,1145012,"2-(2-bromo-4-nitrophenoxy)-N-[(3,4-dimethoxyphenyl)methylideneamino]acetamide",COC1=C(C=C(C=C1)C=NNC(=O)COC2=C(C=C(C=C2)[N+](=O)[O-])Br)OC,,,,,,
12,1145013,3-[(R)-[4-(2-methoxyphenyl)piperazin-1-yl]-[1-[[(2S)-oxolan-2-yl]methyl]tetrazol-5-yl]methyl]-6-methyl-1H-quinolin-2-one,CC1=CC2=C(C=C1)NC(=O)C(=C2)[C@H](C3=NN=NN3C[C@@H]4CCCO4)N5CCN(CC5)C6=CC=CC=C6OC,,,,,,
13,1145014,3-[(S)-[4-(4-methoxyphenyl)piperazin-1-yl]-[1-[[(2R)-oxolan-2-yl]methyl]tetrazol-5-yl]methyl]-6-methyl-1H-quinolin-2-one,CC1=CC2=C(C=C1)NC(=O)C(=C2)[C@@H](C3=NN=NN3C[C@H]4CCCO4)N5CCN(CC5)C6=CC=C(C=C6)OC,,,,,,
