,CID,name,smiles,7.1 Drug Indication,8.1 Pharmacodynamics,8.2 MeSH Pharmacological Classification,"8.5 Absorption,Distribution and Excretion",8.6 Metabolism/Metabolites,8.7 Biological Half-Life
0,1990001,"N-(3,4-Difluorophenyl)-2-((4-ethyl-5-(thiophen-2-yl)-4H-1,2,4-triazol-3-yl)thio)acetamide",CCN1C(=NN=C1SCC(=O)NC2=CC(=C(C=C2)F)F)C3=CC=CS3,,,,,,
1,1990002,"N-[(3S)-1-butyl-6,6-dimethyl-2,4-dioxo-3-(trifluoromethyl)-5,7-dihydroindol-3-yl]-3-chlorobenzamide",CCCCN1C2=C(C(=O)CC(C2)(C)C)[C@](C1=O)(C(F)(F)F)NC(=O)C3=CC(=CC=C3)Cl,,,,,,
2,1990003,"N-[(3R)-1-butyl-6,6-dimethyl-2,4-dioxo-3-(trifluoromethyl)-5,7-dihydroindol-3-yl]-3-chlorobenzamide",CCCCN1C2=C(C(=O)CC(C2)(C)C)[C@@](C1=O)(C(F)(F)F)NC(=O)C3=CC(=CC=C3)Cl,,,,,,
3,1990004,"(3S,3aR,6aS)-3-(2-methoxyphenyl)-5-(2-methylphenyl)-2-phenyl-3a,6a-dihydro-3H-pyrrolo[3,4-d][1,2]oxazole-4,6-dione",CC1=CC=CC=C1N2C(=O)[C@@H]3[C@H](N(O[C@@H]3C2=O)C4=CC=CC=C4)C5=CC=CC=C5OC,,,,,,
4,1990005,"(5Z)-2-(3-chlorophenyl)-5-{[5-(3,4-dichlorophenyl)furan-2-yl]methylidene}[1,3]thiazolo[3,2-b][1,2,4]triazol-6(5H)-one",C1=CC(=CC(=C1)Cl)C2=NN3C(=O)/C(=C/C4=CC=C(O4)C5=CC(=C(C=C5)Cl)Cl)/SC3=N2,,,,,,
5,1990006,CID 1990006,C1=CC(=CC(=C1)Cl)C2=NN3C(=O)/C(=C\C4=CC=C(O4)C5=CC(=C(C=C5)Cl)Cl)/SC3=N2,,,,,,
6,1990007,"4-chloro-3-[5-[(E)-[1-[(2-fluorophenyl)methyl]-2,5-dioxoimidazolidin-4-ylidene]methyl]furan-2-yl]benzoate",C1=CC=C(C(=C1)CN2C(=O)/C(=C\C3=CC=C(O3)C4=C(C=CC(=C4)C(=O)[O-])Cl)/NC2=O)F,,,,,,
7,1990008,"4-chloro-3-(5-{(E)-[1-(2-fluorobenzyl)-2,5-dioxoimidazolidin-4-ylidene]methyl}furan-2-yl)benzoic acid",C1=CC=C(C(=C1)CN2C(=O)/C(=C\C3=CC=C(O3)C4=C(C=CC(=C4)C(=O)O)Cl)/NC2=O)F,,,,,,
8,1990009,CID 1990009,CCC1=CC=C(C=C1)C2=CSC(=N2)/C(=C/NC3=C(C(=C(S3)C(=O)OC)C)C(=O)OCC)/C#N,,,,,,
9,1990010,"2-{[4-amino-5-(pyridin-3-yl)-4H-1,2,4-triazol-3-yl]sulfanyl}-N-(2-bromo-4-methylphenyl)acetamide",CC1=CC(=C(C=C1)NC(=O)CSC2=NN=C(N2N)C3=CN=CC=C3)Br,,,,,,
