,CID,name,smiles,7.1 Drug Indication,8.1 Pharmacodynamics,8.2 MeSH Pharmacological Classification,"8.5 Absorption,Distribution and Excretion",8.6 Metabolism/Metabolites,8.7 Biological Half-Life
0,1975001,CID 1975001,CCN(CC)C1=CC=C(C=C1)/C=C/2\C(=O)N(C(=S)S2)C3=C(N(N(C3=O)C4=CC=CC=C4)C)C,,,,,,
1,1975002,CID 1975002,CC1=CC(=CC=C1)OCCCOC2=C(C=C(C=C2)/C=C/3\C(=N)N4C(=NC3=O)SC(=N4)C5=CN=CC=C5)OC,,,,,,
2,1975003,"(5Z)-5-[4-(diethylamino)benzylidene]-3-(1,5-dimethyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazol-4-yl)-2-thioxo-1,3-thiazolidin-4-one",CCN(CC)C1=CC=C(C=C1)/C=C\2/C(=O)N(C(=S)S2)C3=C(N(N(C3=O)C4=CC=CC=C4)C)C,,,,,,
3,1975004,"(6Z)-5-imino-6-{3-methoxy-4-[3-(3-methylphenoxy)propoxy]benzylidene}-2-(pyridin-3-yl)-5,6-dihydro-7H-[1,3,4]thiadiazolo[3,2-a]pyrimidin-7-one",CC1=CC(=CC=C1)OCCCOC2=C(C=C(C=C2)/C=C\3/C(=N)N4C(=NC3=O)SC(=N4)C5=CN=CC=C5)OC,,,,,,
4,1975005,"N-({2-[(5-chloro-2-methoxyphenyl)carbonyl]hydrazinyl}carbonothioyl)-3,4-difluorobenzamide",COC1=C(C=C(C=C1)Cl)C(=O)NNC(=S)NC(=O)C2=CC(=C(C=C2)F)F,,,,,,
5,1975006,"ethyl (5E,6R,7S)-7-(3-methylphenyl)-5-propylidene-6,7-dihydro-4H-[1,2,4]triazolo[1,5-a]pyrimidine-6-carboxylate",CC/C=C/1\[C@@H]([C@H](N2C(=NC=N2)N1)C3=CC=CC(=C3)C)C(=O)OCC,,,,,,
6,1975007,"3-{(Z)-[4-oxo-3-(3-phenylpropyl)-2-thioxo-1,3-thiazolidin-5-ylidene]methyl}-2-(thiomorpholin-4-yl)-4H-pyrido[1,2-a]pyrimidin-4-one",C1CSCCN1C2=C(C(=O)N3C=CC=CC3=N2)/C=C\4/C(=O)N(C(=S)S4)CCCC5=CC=CC=C5,,,,,,
7,1975008,CID 1975008,C1CSCCN1C2=C(C(=O)N3C=CC=CC3=N2)/C=C/4\C(=O)N(C(=S)S4)CCCC5=CC=CC=C5,,,,,,
8,1975009,"4-[(3aR,7aS)-1,3-dioxo-3a,4,5,6,7,7a-hexahydroisoindol-2-yl]-N-(1,3-benzodioxol-5-ylmethyl)benzamide",C1CC[C@H]2[C@@H](C1)C(=O)N(C2=O)C3=CC=C(C=C3)C(=O)NCC4=CC5=C(C=C4)OCO5,,,,,,
9,1975010,"ethyl (5E,6S,7R)-7-(3-methylphenyl)-5-propylidene-6,7-dihydro-4H-[1,2,4]triazolo[1,5-a]pyrimidine-6-carboxylate",CC/C=C/1\[C@H]([C@@H](N2C(=NC=N2)N1)C3=CC=CC(=C3)C)C(=O)OCC,,,,,,
10,1975011,"4-[(3aS,7aS)-1,3-dioxo-3a,4,5,6,7,7a-hexahydroisoindol-2-yl]-N-(1,3-benzodioxol-5-ylmethyl)benzamide",C1CC[C@H]2[C@H](C1)C(=O)N(C2=O)C3=CC=C(C=C3)C(=O)NCC4=CC5=C(C=C4)OCO5,,,,,,
11,1975012,"4-[(3aR,7aR)-1,3-dioxo-3a,4,5,6,7,7a-hexahydroisoindol-2-yl]-N-(1,3-benzodioxol-5-ylmethyl)benzamide",C1CC[C@@H]2[C@@H](C1)C(=O)N(C2=O)C3=CC=C(C=C3)C(=O)NCC4=CC5=C(C=C4)OCO5,,,,,,
12,1975013,"4-(3,4-dichlorophenyl)-1-(4-fluorophenyl)-N-(3-methoxyphenyl)-5,6,7,8-tetrahydro-2a,4a-diazacyclopenta[cd]azulene-2-carboxamide",COC1=CC=CC(=C1)NC(=O)C2=C(C3=C4N2C=C(N4CCCC3)C5=CC(=C(C=C5)Cl)Cl)C6=CC=C(C=C6)F,,,,,,
13,1975014,CID 1975014,CCOC1=CC(=C(C=C1)C2=NN(C=C2/C=C/3\C(=O)N(C(=S)S3)CCCC(=O)[O-])C4=CC=CC=C4)C,,,,,,
14,1975015,CID 1975015,CCOC1=CC(=C(C=C1)C2=NN(C=C2/C=C/3\C(=O)N(C(=S)S3)CCCC(=O)O)C4=CC=CC=C4)C,,,,,,
15,1975016,"3-Cycloheptyl-2-methylthiochromeno[2,3-d]pyrimidine-4,5-dione",CC1=NC2=C(C(=O)C3=CC=CC=C3S2)C(=O)N1C4CCCCCC4,,,,,,
