,CID,name,smiles,7.1 Drug Indication,8.1 Pharmacodynamics,8.2 MeSH Pharmacological Classification,"8.5 Absorption,Distribution and Excretion",8.6 Metabolism/Metabolites,8.7 Biological Half-Life
0,350001,2-[[4-(Pyrimidin-2-ylamino)benzoyl]amino]pentanedioic acid,C1=CN=C(N=C1)NC2=CC=C(C=C2)C(=O)NC(CCC(=O)O)C(=O)O,,,,,,
1,350002,2-[[4-[(2-Aminopyrimidin-4-yl)amino]benzoyl]amino]pentanedioic acid,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NC2=NC(=NC=C2)N,,,,,,
2,350003,CID 350003,CCN(CC)C1=CC=C(C=C1)C=NN=C(N)S,,,,,,
3,350004,2-[[4-[(5-Chloropyrimidin-2-yl)amino]benzoyl]amino]pentanedioic acid,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NC2=NC=C(C=N2)Cl,,,,,,
4,350005,2-[[4-(Quinoxalin-2-ylmethylamino)benzoyl]amino]pentanedioic acid,C1=CC=C2C(=C1)N=CC(=N2)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,,,,,,
5,350006,2-[[4-(Pyridin-2-ylamino)benzoyl]amino]pentanedioic acid,C1=CC=NC(=C1)NC2=CC=C(C=C2)C(=O)NC(CCC(=O)O)C(=O)O,,,,,,
6,350007,"2-[[4-[(2-Amino-6,7-dimethylpteridin-4-yl)amino]benzoyl]amino]pentanedioic acid",CC1=C(N=C2C(=N1)C(=NC(=N2)N)NC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O)C,,,,,,
7,350008,"2,3-Diphenylpyrido[2,3-b]pyrazin-6-amine",C1=CC=C(C=C1)C2=NC3=C(N=C(C=C3)N)N=C2C4=CC=CC=C4,,,,,,
8,350009,4-benzyl-N-[4-(dimethylamino)benzylidene]piperazin-1-amine,CN(C)C1=CC=C(C=C1)C=NN2CCN(CC2)CC3=CC=CC=C3,,,,,,
9,350010,"1-(1,3-benzodioxol-5-yl)-N-(4-benzylpiperazin-1-yl)methanimine",C1CN(CCN1CC2=CC=CC=C2)N=CC3=CC4=C(C=C3)OCO4,,,,,,
10,350011,1-phenyl-N-(4-pyridin-2-ylpiperazin-1-yl)methanimine,C1CN(CCN1C2=CC=CC=N2)N=CC3=CC=CC=C3,,,,,,
11,350012,"N,N-dimethyl-4-[(4-methylpiperazin-1-yl)iminomethyl]aniline",CN1CCN(CC1)N=CC2=CC=C(C=C2)N(C)C,,,,,,
12,350013,Ethyl piperidin-1-ylcarbamate,CCOC(=O)NN1CCCCC1,,,,,,
13,350014,Morpholinocarbamic acid ethyl ester,CCOC(=O)NN1CCOCC1,,,,,,
14,350015,2-Chloro-6-ethoxybenzo[d]thiazole,CCOC1=CC2=C(C=C1)N=C(S2)Cl,,,,,,
15,350016,CID 350016,CC1=C2C(=CC=C1)SC(=N2)S,,,,,,
16,350017,N-[[4-(dimethylamino)phenyl]methylideneamino]pyrimidin-2-amine,CN(C)C1=CC=C(C=C1)C=NNC2=NC=CC=N2,,,,,,
17,350018,CID 350018,C1=CC=C2C(=C1)C=CC=C2NN=NC(=NC(=O)N)N,,,,,,
18,350019,N-[4-[(pyrimidin-2-ylhydrazinylidene)methyl]phenyl]acetamide,CC(=O)NC1=CC=C(C=C1)C=NNC2=NC=CC=N2,,,,,,
19,350020,N-methyl-N-(4-nitrophenyl)formamide,CN(C=O)C1=CC=C(C=C1)[N+](=O)[O-],,,,,,
20,350021,N-(2-amino-2-oxoethyl)-4-chlorobenzamide,C1=CC(=CC=C1C(=O)NCC(=O)N)Cl,,,,,,
21,350022,"4-[[5-(4-Nitrophenyl)sulfonyl-1,3,4-thiadiazol-2-yl]amino]-4-oxobutanoic acid",C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)C2=NN=C(S2)NC(=O)CCC(=O)O,,,,,,
22,350023,4-Cyclohexylbutanoic acid;1-phenylpiperazine,C1CCC(CC1)CCCC(=O)O.C1CN(CCN1)C2=CC=CC=C2,,,,,,
23,350024,"Methyl 2-(2,2-dimethylaziridin-1-yl)propanoate",CC(C(=O)OC)N1CC1(C)C,,,,,,
24,350025,"3-(2,2-Dimethylaziridin-1-yl)propan-1-amine",CC1(CN1CCCN)C,,,,,,
25,350026,"3-(2,2-Dimethylaziridin-1-yl)propanenitrile",CC1(CN1CCC#N)C,,,,,,
26,350027,2-[(2-Chlorophenyl)carbamoylamino]acetamide,C1=CC=C(C(=C1)NC(=O)NCC(=O)N)Cl,,,,,,
27,350028,1-Naphthalen-1-yl-3-piperidin-1-ylurea,C1CCN(CC1)NC(=O)NC2=CC=CC3=CC=CC=C32,,,,,,
28,350029,N-(1-amino-1-oxopropan-2-yl)-2-chlorobenzamide,CC(C(=O)N)NC(=O)C1=CC=CC=C1Cl,,,,,,
29,350030,1-Phenyl-3-pyrrolidin-1-ylurea,C1CCN(C1)NC(=O)NC2=CC=CC=C2,,,,,,
30,350031,1-Phenyl-3-piperidin-1-ylurea,C1CCN(CC1)NC(=O)NC2=CC=CC=C2,,,,,,
31,350032,"1,1-Diethyl-3-piperidin-1-ylurea",CCN(CC)C(=O)NN1CCCCC1,,,,,,
32,350033,1-Naphthalen-1-yl-3-pyrrolidin-1-ylurea,C1CCN(C1)NC(=O)NC2=CC=CC3=CC=CC=C32,,,,,,
33,350034,Pyrrolidinyl urea,C1CCN(C1)NC(=O)N,,,,,,
34,350035,"Urea, N-1-piperidinyl-",C1CCN(CC1)NC(=O)N,,,,,,
35,350036,4-Chlorophenyl dimethylcarbamate,CN(C)C(=O)OC1=CC=C(C=C1)Cl,,,,,,
36,350037,N-(3-(4-phenylpiperazin-1-yl)propyl)acetamide,CC(=O)NCCCN1CCN(CC1)C2=CC=CC=C2,,,,,,
37,350038,3-(4-Phenylpiperazin-1-yl)propylurea,C1CN(CCN1CCCNC(=O)N)C2=CC=CC=C2,,,,,,
38,350039,"4,4-Diphenylbutyrolactone",C1CC(OC1=O)(C2=CC=CC=C2)C3=CC=CC=C3,,,,,,
39,350040,(4-Bromophenyl)(phenyl)methanamine,C1=CC=C(C=C1)C(C2=CC=C(C=C2)Br)N,,,,,,
40,350041,C-(4-Methoxy-phenyl)-C-phenyl-methylamine,COC1=CC=C(C=C1)C(C2=CC=CC=C2)N,,,,,,
41,350042,"4,4'-Dimethoxybenzhydrylamine",COC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC)N,,,,,,
42,350043,"1,3-Bis(4-nitrophenoxy)propan-2-amine",C1=CC(=CC=C1[N+](=O)[O-])OCC(COC2=CC=C(C=C2)[N+](=O)[O-])N,,,,,,
43,350044,Bis(4-methoxy-3-nitrophenyl)methanone,COC1=C(C=C(C=C1)C(=O)C2=CC(=C(C=C2)OC)[N+](=O)[O-])[N+](=O)[O-],,,,,,
44,350045,N-(2-methyl-5-nitrophenyl)-4-nitrobenzenesulfonamide,CC1=C(C=C(C=C1)[N+](=O)[O-])NS(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-],,,,,,
45,350046,3-Hydroxy-2-phenylquinoline-4-carbohydrazide,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2O)C(=O)NN,,,,,,
46,350047,"2-Benzoimidazol-1-yl-5-(hydroxymethyl)oxolane-3,4-diol",C1=CC=C2C(=C1)N=CN2C3C(C(C(O3)CO)O)O,,,,,,
47,350048,"Cyclohex-3-ene-1,1-dicarbonitrile",C1CC(CC=C1)(C#N)C#N,,,,,,
48,350049,N-(14-aminohexacosan-13-yl)nitrous amide,CCCCCCCCCCCCC(C(CCCCCCCCCCCC)NN=O)N,,,,,,
49,350050,Benzoquinonetetracarboxylic acid,C1(=C(C(=O)C(=C(C1=O)C(=O)O)C(=O)O)C(=O)O)C(=O)O,,,,,,
50,350051,"2,2,3,3,4,4,4-heptafluoro-N-[2-(2,2,3,3,4,4,4-heptafluorobutanoylamino)ethyl]butanamide",C(CNC(=O)C(C(C(F)(F)F)(F)F)(F)F)NC(=O)C(C(C(F)(F)F)(F)F)(F)F,,,,,,
51,350052,"Dimethyl 3,4-dihydroxythiophene-2,5-dicarboxylate",COC(=O)C1=C(C(=C(S1)C(=O)OC)O)O,,,,,,
52,350053,"3,4-Diphenyl-1,2-dihydrocinnoline",C1=CC=C(C=C1)C2=C(NNC3=CC=CC=C32)C4=CC=CC=C4,,,,,,
53,350054,"6-Butan-2-yl-3,4-diphenyl-5,6,7,8-tetrahydrocinnoline",CCC(C)C1CCC2=C(C1)C(=C(N=N2)C3=CC=CC=C3)C4=CC=CC=C4,,,,,,
54,350055,6-Bromo-4-phenylcinnoline,C1=CC=C(C=C1)C2=CN=NC3=C2C=C(C=C3)Br,,,,,,
55,350056,3-(Methyl(phenyl)amino)-3-oxopropanoic acid,CN(C1=CC=CC=C1)C(=O)CC(=O)O,,,,,,
56,350057,[5-Methyl-2-(4-nitrophenyl)pyrazol-3-yl] benzoate,CC1=NN(C(=C1)OC(=O)C2=CC=CC=C2)C3=CC=C(C=C3)[N+](=O)[O-],,,,,,
57,350058,2-(1H-Benzoimidazol-2-yl)-1-phenyl-ethanone,C1=CC=C(C=C1)C(=O)CC2=NC3=CC=CC=C3N2,,,,,,
58,350059,7-Oxobenzo[a]phenalene-2-carboxamide,C1=CC=C2C(=C1)C3=C4C(=CC(=C3)C(=O)N)C=CC=C4C2=O,,,,,,
59,350060,7-Oxobenz[de]anthracene-2-carboxylic acid,C1=CC=C2C(=C1)C3=C4C(=CC(=C3)C(=O)O)C=CC=C4C2=O,,,,,,
60,350061,"N,N'-bis(3-chlorophenyl)methanimidamide",C1=CC(=CC(=C1)Cl)NC=NC2=CC(=CC=C2)Cl,,,,,,
61,350062,N-(p-aminosulfonylphenyl)methacrylamide,CC(=C)C(=O)NC1=CC=C(C=C1)S(=O)(=O)N,,,,,,
62,350063,Bis[2-(salicylideneamino)ethyl]amine,C1=CC=C(C(=C1)C=NCCNCCN=CC2=CC=CC=C2O)O,,,,,,
63,350064,"2-[(2,5-Dimethylphenyl)methyl]propanedinitrile",CC1=CC(=C(C=C1)C)CC(C#N)C#N,,,,,,
64,350065,2-(2-Thienylmethyl)propanedinitrile,C1=CSC(=C1)CC(C#N)C#N,,,,,,
65,350066,"2-[(2,5-Dimethoxyphenyl)methyl]propanedinitrile",COC1=CC(=C(C=C1)OC)CC(C#N)C#N,,,,,,
66,350067,"2-[(2,4,6-Trimethylphenyl)methyl]propanedinitrile",CC1=CC(=C(C(=C1)C)CC(C#N)C#N)C,,,,,,
67,350068,"4-Isocyanato-1,2-diphenylbenzene",C1=CC=C(C=C1)C2=C(C=C(C=C2)N=C=O)C3=CC=CC=C3,,,,,,
68,350069,"1-(3,4-Diphenylphenyl)butan-1-one",CCCC(=O)C1=CC(=C(C=C1)C2=CC=CC=C2)C3=CC=CC=C3,,,,,,
69,350070,"N-(3,4-diphenylphenyl)acetamide",CC(=O)NC1=CC(=C(C=C1)C2=CC=CC=C2)C3=CC=CC=C3,,,,,,
70,350071,4-(3-Phenylphenyl)aniline,C1=CC=C(C=C1)C2=CC(=CC=C2)C3=CC=C(C=C3)N,,,,,,
71,350072,4-Amino-p-terphenyl,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)N,,,,,,
72,350073,"3,4-Diphenylbenzamide",C1=CC=C(C=C1)C2=C(C=C(C=C2)C(=O)N)C3=CC=CC=C3,,,,,,
73,350074,"3,4-Diphenylphenol",C1=CC=C(C=C1)C2=C(C=C(C=C2)O)C3=CC=CC=C3,,,,,,
74,350075,"3,4-Diphenylaniline",C1=CC=C(C=C1)C2=C(C=C(C=C2)N)C3=CC=CC=C3,,,,,,
75,350076,"3,4-Diphenylbenzenesulfonic acid;1,2,3-triphenylguanidine",C1=CC=C(C=C1)C2=C(C=C(C=C2)S(=O)(=O)O)C3=CC=CC=C3.C1=CC=C(C=C1)NC(=NC2=CC=CC=C2)NC3=CC=CC=C3,,,,,,
76,350077,"3,4-Diphenylbenzenesulfonic acid",C1=CC=C(C=C1)C2=C(C=C(C=C2)S(=O)(=O)O)C3=CC=CC=C3,,,,,,
77,350078,"2~4~-Nitro-1~1~,2~1~:2~2~,3~1~-terphenyl",C1=CC=C(C=C1)C2=C(C=C(C=C2)[N+](=O)[O-])C3=CC=CC=C3,,,,,,
78,350079,"4,4''-Diisocyanato-[1,1';4',1'']terphenyl",C1=CC(=CC=C1C2=CC=C(C=C2)N=C=O)C3=CC=C(C=C3)N=C=O,,,,,,
79,350080,"2,5-Diaminohexanedioic acid",C(CC(C(=O)O)N)C(C(=O)O)N,,,,,,
80,350081,"1-Dimethylamino-2,2-diphenyl-3-acetamidopropane",CC(=O)NCC(CN(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,,,,,,
81,350082,"2,2-Diphenyl-3-(piperidin-1-yl)propan-1-amine",C1CCN(CC1)CC(CN)(C2=CC=CC=C2)C3=CC=CC=C3,,,,,,
82,350083,beta-(Benzothiazol-2-yl)-4-nitrostyrene,C1=CC=C2C(=C1)N=C(S2)C=CC3=CC=C(C=C3)[N+](=O)[O-],,,,,,
83,350084,"2,2,3,3-Tetrachloro-1,1-diethoxybutane",CCOC(C(C(C)(Cl)Cl)(Cl)Cl)OCC,,,,,,
84,350085,CID 350085,C1=CC=C(C(=C1)C2=C(NC(=NC2=O)S)N)O,,,,,,
85,350086,"4-Bromo-4-nitro-1,3,4-triphenylbutan-1-one",C1=CC=C(C=C1)C(CC(=O)C2=CC=CC=C2)C(C3=CC=CC=C3)([N+](=O)[O-])Br,,,,,,
86,350087,2-[N-ethyl-4-[[4-[ethyl(2-sulfoethyl)amino]phenyl]-hydroxy-phenylmethyl]anilino]ethanesulfonic acid,CCN(CCS(=O)(=O)O)C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=C(C=C3)N(CC)CCS(=O)(=O)O)O,,,,,,
87,350088,"1,8-dimethyl-4-oxo-2,3-dihydro-1H-naphthalene-2-carboxylic acid",CC1C(CC(=O)C2=CC=CC(=C12)C)C(=O)O,,,,,,
88,350089,[4-(Diethylamino)benzylidene]propanedinitrile,CCN(CC)C1=CC=C(C=C1)C=C(C#N)C#N,,,,,,
89,350090,"N-[4-[ethyl(formyl)amino]phenyl]-2,3,4,5,6-pentahydroxyhexanamide",CCN(C=O)C1=CC=C(C=C1)NC(=O)C(C(C(C(CO)O)O)O)O,,,,,,
90,350091,N-ethyl-N-[4-[ethyl(formyl)amino]phenyl]formamide,CCN(C=O)C1=CC=C(C=C1)N(CC)C=O,,,,,,
91,350092,"N,N-dimethylbuta-2,3-dien-1-amine",CN(C)CC=C=C,,,,,,
92,350093,"1,5-Dibromo-4,8-bis(butylamino)anthraquinone",CCCCNC1=C2C(=C(C=C1)Br)C(=O)C3=C(C=CC(=C3C2=O)Br)NCCCC,,,,,,
93,350094,"alpha,2,4-Trihydroxybenzeneacetonitrile",C1=CC(=C(C=C1O)O)C(C#N)O,,,,,,
94,350095,5-(Phenylthio)-1H-tetrazole,C1=CC=C(C=C1)SC2=NNN=N2,,,,,,
95,350096,2-Mercapto-1-(4-biphenylyl)ethanone,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CS,,,,,,
96,350097,"2-(2,4,6-Triiodo-phenoxy)-acetyl chloride",C1=C(C=C(C(=C1I)OCC(=O)Cl)I)I,,,,,,
97,350098,6-(3-Iodoanilino)-6-oxohexanoic acid,C1=CC(=CC(=C1)I)NC(=O)CCCCC(=O)O,,,,,,
98,350099,"m-Iodoadipanilic, methyl ester",COC(=O)CCCCC(=O)NC1=CC(=CC=C1)I,,,,,,
99,350100,4-[Methyl(phenyl)amino]-4-oxobutanoic acid,CN(C1=CC=CC=C1)C(=O)CCC(=O)O,,,,,,
100,350101,1-Undecyl-3-(undecylcarbamoylamino)urea,CCCCCCCCCCCNC(=O)NNC(=O)NCCCCCCCCCCC,,,,,,
101,350102,"4-[(2,5-dichlorophenyl)diazenyl]-N,N-diethyl-2,3-dimethylaniline",CCN(CC)C1=C(C(=C(C=C1)N=NC2=C(C=CC(=C2)Cl)Cl)C)C,,,,,,
102,350103,"2-(3-Aminophenyl)-6-hydroxynaphtho[2,1-d]thiazole-8-sulfonic acid",C1=CC(=CC(=C1)N)C2=NC3=C(S2)C4=C(C=C3)C(=CC(=C4)S(=O)(=O)O)O,,,,,,
103,350104,"N,N'-bis[4-[2-(2,4-dichloro-5-hydroxy-3-methylanilino)-2-oxoethyl]phenyl]decanediamide",CC1=C(C(=CC(=C1Cl)O)NC(=O)CC2=CC=C(C=C2)NC(=O)CCCCCCCCC(=O)NC3=CC=C(C=C3)CC(=O)NC4=CC(=C(C(=C4Cl)C)Cl)O)Cl,,,,,,
104,350105,3-(4-Hydroxyphenyl)-4-phenylphenol,C1=CC=C(C=C1)C2=C(C=C(C=C2)O)C3=CC=C(C=C3)O,,,,,,
105,350106,"4-Butanamido-5-hydroxynaphthalene-2,7-disulfonic acid",CCCC(=O)NC1=C2C(=CC(=C1)S(=O)(=O)O)C=C(C=C2O)S(=O)(=O)O,,,,,,
106,350107,2-Benzylidene-pentan-1-al,CCCC(=CC1=CC=CC=C1)C=O,,,,,,
107,350108,"4-(1,3-Oxazolidin-3-yl)phenol",C1COCN1C2=CC=C(C=C2)O,,,,,,
108,350109,Cyanoacetyl guanidine,C(C#N)C(=O)N=C(N)N,,,,,,
109,350110,CID 350110,C1=CC=C(C=C1)C2=CC=C(C=C2)NC(=NC3=CC=C(C=C3)C4=CC=CC=C4)S,,,,,,
110,350111,CID 350111,CCCCCCCCCCCC(=O)N=C(NC1=CC=CC=C1)S,,,,,,
111,350112,N'-(1H-indazol-5-yl)propanediamide,C1=CC2=C(C=C1NC(=O)CC(=O)N)C=NN2,,,,,,
112,350113,Bis(5-nitropyridin-2-YL)sulfane,C1=CC(=NC=C1[N+](=O)[O-])SC2=NC=C(C=C2)[N+](=O)[O-],,,,,,
113,350114,"2,2,2-trichloro-1-N,1-N'-bis(2-phenylphenyl)ethane-1,1-diamine",C1=CC=C(C=C1)C2=CC=CC=C2NC(C(Cl)(Cl)Cl)NC3=CC=CC=C3C4=CC=CC=C4,,,,,,
