,CID,name,smiles,7.1-Drug Indication,8.1-Pharmacodynamics,8.2-MeSH Pharmacological Classification,"8.5-Absorption, Distribution and Excretion",8.6-Metabolism/Metabolites,8.7-Biological Half-Life
0,1595001,3-Furan-2-ylmethyl-5-furan-2-ylmethylene-2-thioxo-thiazolidin-4-one,C1=COC(=C1)CN2C(=O)/C(=C\C3=CC=CO3)/SC2=S,,,,,,
1,1595002,CID 1595002,CC1=CC=C(C=C1)[C@H]2[C@@H](C(=O)C(=O)N2C3=NC4=C(S3)C=C(C=C4)OC)C(=O)C5=CC=CO5,,,,,,
2,1595003,CID 1595003,CC1=CC=C(C=C1)[C@@H]2[C@H](C(=O)C(=O)N2C3=NC4=C(S3)C=C(C=C4)OC)C(=O)C5=CC=CO5,,,,,,
3,1595004,"(6R)-2-amino-N-(2-methoxy-5-nitrophenyl)-4-oxo-5,6-dihydro-1,3-thiazine-6-carboxamide",COC1=C(C=C(C=C1)[N+](=O)[O-])NC(=O)[C@H]2CC(=O)N=C(S2)N,,,,,,
4,1595005,"(6S)-2-amino-N-(2-methoxy-5-nitrophenyl)-4-oxo-5,6-dihydro-1,3-thiazine-6-carboxamide",COC1=C(C=C(C=C1)[N+](=O)[O-])NC(=O)[C@@H]2CC(=O)N=C(S2)N,,,,,,
5,1595006,CID 1595006,C1=CC=C2C=C(C=CC2=C1)C(=O)/C=C/NC3=CC=C(C=C3)S(=O)(=O)[N-]C4=NC=CC=N4,,,,,,
6,1595007,4-((Z)-3-Naphthalen-2-yl-3-oxo-propenylamino)-N-pyrimidin-2-yl-benzenesulfonamide,C1=CC=C2C=C(C=CC2=C1)C(=O)/C=C/NC3=CC=C(C=C3)S(=O)(=O)NC4=NC=CC=N4,,,,,,
7,1595008,CID 1595008,C1C[NH+]2CCC1[C@H](C2)OC(=O)/C=C\C3=CC=CC=C3,,,,,,
8,1595009,CID 1595009,C1CN2CCC1[C@H](C2)OC(=O)/C=C\C3=CC=CC=C3,,,,,,
9,1595010,CID 1595010,C1C[NH+]2CCC1[C@@H](C2)OC(=O)/C=C\C3=CC=CC=C3,,,,,,
10,1595011,CID 1595011,C1CN2CCC1[C@@H](C2)OC(=O)/C=C\C3=CC=CC=C3,,,,,,
11,1595012,3-Chloro-2-(4-ethoxyphenyl)-5-(4-fluorophenyl)-1-benzoxepine,CCOC1=CC=C(C=C1)C2=C(C=C(C3=CC=CC=C3O2)C4=CC=C(C=C4)F)Cl,,,,,,
12,1595013,CID 1595013,CCC1=CC=C(C=C1)NC(=[NH+]C(=O)N2C3=CC=CC=C3SC4=CC=CC=C42)NC5=NC(=CC(=N5)C)C,,,,,,
13,1595014,CID 1595014,CCC1=CC=C(C=C1)NC(=NC(=O)N2C3=CC=CC=C3SC4=CC=CC=C42)NC5=NC(=CC(=N5)C)C,,,,,,
14,1595015,"2-[(3-cyclohexyl-4-oxo-3,4,5,6,7,8-hexahydro[1]benzothieno[2,3-d]pyrimidin-2-yl)sulfanyl]-N,N-diphenylacetamide",C1CCC(CC1)N2C(=O)C3=C(N=C2SCC(=O)N(C4=CC=CC=C4)C5=CC=CC=C5)SC6=C3CCCC6,,,,,,
15,1595016,"2-[({5-[(2-chlorobenzyl)sulfanyl]-1,3,4-thiadiazol-2-yl}sulfanyl)acetyl]-N-phenylhydrazinecarbothioamide",C1=CC=C(C=C1)NC(=S)NNC(=O)CSC2=NN=C(S2)SCC3=CC=CC=C3Cl,,,,,,
16,1595017,CID 1595017,CCCCC[N+]1=C(NC2=C1C(=O)N(C(=O)N2C)C)SCC3=C(C=CC=C3Cl)F,,,,,,
17,1595018,CID 1595018,CCOC1=C(C=CC(=C1)[C@H]2[C@@H](C(=O)C(=O)N2CC3=CC=CO3)C(=O)C4=CC=CC=C4)O,,,,,,
18,1595019,CID 1595019,CCOC1=C(C=CC(=C1)[C@@H]2[C@H](C(=O)C(=O)N2CC3=CC=CO3)C(=O)C4=CC=CC=C4)O,,,,,,
19,1595020,CID 1595020,CC1=C([C@H](N2C(=O)/C(=C/C3=CC(=C(C=C3)OC(=O)C)OC)/SC2=N1)C4=CC=C(C=C4)Cl)C(=O)OC,,,,,,
20,1595021,"methyl (2E,5R)-2-[(4-acetyloxy-3-methoxyphenyl)methylidene]-5-(4-chlorophenyl)-7-methyl-3-oxo-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylate",CC1=C([C@H](N2C(=O)/C(=C\C3=CC(=C(C=C3)OC(=O)C)OC)/SC2=N1)C4=CC=C(C=C4)Cl)C(=O)OC,,,,,,
21,1595022,CID 1595022,CC1=C([C@@H](N2C(=O)/C(=C/C3=CC(=C(C=C3)OC(=O)C)OC)/SC2=N1)C4=CC=C(C=C4)Cl)C(=O)OC,,,,,,
22,1595023,"methyl (2E,5S)-2-[(4-acetyloxy-3-methoxyphenyl)methylidene]-5-(4-chlorophenyl)-7-methyl-3-oxo-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylate",CC1=C([C@@H](N2C(=O)/C(=C\C3=CC(=C(C=C3)OC(=O)C)OC)/SC2=N1)C4=CC=C(C=C4)Cl)C(=O)OC,,,,,,
23,1595024,CID 1595024,CCCOC1=CC=CC(=C1)[C@H]2[C@@H](C(=O)C(=O)N2CC3=C[NH+]=CC=C3)C(=O)C4=CC=CS4,,,,,,
24,1595025,CID 1595025,CCCOC1=CC=CC(=C1)[C@H]2[C@@H](C(=O)C(=O)N2CC3=CN=CC=C3)C(=O)C4=CC=CS4,,,,,,
25,1595026,CID 1595026,CCCOC1=CC=CC(=C1)[C@@H]2[C@H](C(=O)C(=O)N2CC3=C[NH+]=CC=C3)C(=O)C4=CC=CS4,,,,,,
26,1595027,CID 1595027,CCCOC1=CC=CC(=C1)[C@@H]2[C@H](C(=O)C(=O)N2CC3=CN=CC=C3)C(=O)C4=CC=CS4,,,,,,
27,1595028,"N-(4-chlorophenyl)-2-[(3E)-2-oxo-3-(4-oxo-3-propyl-2-sulfanylidene-1,3-thiazolidin-5-ylidene)indol-1-yl]acetamide",CCCN1C(=O)/C(=C\2/C3=CC=CC=C3N(C2=O)CC(=O)NC4=CC=C(C=C4)Cl)/SC1=S,,,,,,
28,1595029,"N-(4-chlorophenyl)-2-[(3Z)-2-oxo-3-(4-oxo-3-propyl-2-thioxo-1,3-thiazolidin-5-ylidene)-2,3-dihydro-1H-indol-1-yl]acetamide",CCCN1C(=O)/C(=C/2\C3=CC=CC=C3N(C2=O)CC(=O)NC4=CC=C(C=C4)Cl)/SC1=S,,,,,,
29,1595030,"(10R,12R)-4-amino-10,12-diphenyl-5-propan-2-yl-8,11-dithia-4,6-diazatricyclo[7.4.0.02,7]trideca-1(9),2(7),5-trien-3-one",CC(C)C1=NC2=C(C3=C(S2)[C@H](S[C@H](C3)C4=CC=CC=C4)C5=CC=CC=C5)C(=O)N1N,,,,,,
30,1595031,"(10R,12S)-4-amino-10,12-diphenyl-5-propan-2-yl-8,11-dithia-4,6-diazatricyclo[7.4.0.02,7]trideca-1(9),2(7),5-trien-3-one",CC(C)C1=NC2=C(C3=C(S2)[C@H](S[C@@H](C3)C4=CC=CC=C4)C5=CC=CC=C5)C(=O)N1N,,,,,,
31,1595032,"(10S,12R)-4-amino-10,12-diphenyl-5-propan-2-yl-8,11-dithia-4,6-diazatricyclo[7.4.0.02,7]trideca-1(9),2(7),5-trien-3-one",CC(C)C1=NC2=C(C3=C(S2)[C@@H](S[C@H](C3)C4=CC=CC=C4)C5=CC=CC=C5)C(=O)N1N,,,,,,
32,1595033,"(10S,12S)-4-amino-10,12-diphenyl-5-propan-2-yl-8,11-dithia-4,6-diazatricyclo[7.4.0.02,7]trideca-1(9),2(7),5-trien-3-one",CC(C)C1=NC2=C(C3=C(S2)[C@@H](S[C@@H](C3)C4=CC=CC=C4)C5=CC=CC=C5)C(=O)N1N,,,,,,
33,1595034,CID 1595034,COC1=CC=CC=C1/C=C\C=NN2C(=NNC2=S)C3=CC=CO3,,,,,,
34,1595035,"3-(furan-2-yl)-4-[[(E)-3-(2-methoxyphenyl)prop-2-enylidene]amino]-1H-1,2,4-triazole-5-thione",COC1=CC=CC=C1/C=C/C=NN2C(=NNC2=S)C3=CC=CO3,,,,,,
35,1595036,"(2E)-2-[3-methoxy-4-(pentyloxy)benzylidene]-6-phenyl-7H-[1,3]thiazolo[3,2-b][1,2,4]triazine-3,7(2H)-dione",CCCCCOC1=C(C=C(C=C1)/C=C/2\C(=O)N3C(=NC(=O)C(=N3)C4=CC=CC=C4)S2)OC,,,,,,
36,1595037,"(2Z)-2-[3-methoxy-4-(pentyloxy)benzylidene]-6-phenyl-7H-[1,3]thiazolo[3,2-b][1,2,4]triazine-3,7(2H)-dione",CCCCCOC1=C(C=C(C=C1)/C=C\2/C(=O)N3C(=NC(=O)C(=N3)C4=CC=CC=C4)S2)OC,,,,,,
37,1595038,CID 1595038,CCCOC(=O)C1=CC=CC=C1NC(=O)C2=C(NC3=C(C2=O)CCCC3)O,,,,,,
38,1595039,CID 1595039,CC1=C([C@H](N2C(=O)/C(=C/C3=CC=C(C=C3)[N+](=O)[O-])/SC2=N1)C4=CC=C(C=C4)OC)C(=O)OCC=C,,,,,,
39,1595040,"prop-2-enyl (2E,5R)-5-(4-methoxyphenyl)-7-methyl-2-[(4-nitrophenyl)methylidene]-3-oxo-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylate",CC1=C([C@H](N2C(=O)/C(=C\C3=CC=C(C=C3)[N+](=O)[O-])/SC2=N1)C4=CC=C(C=C4)OC)C(=O)OCC=C,,,,,,
40,1595041,CID 1595041,CC1=C([C@@H](N2C(=O)/C(=C/C3=CC=C(C=C3)[N+](=O)[O-])/SC2=N1)C4=CC=C(C=C4)OC)C(=O)OCC=C,,,,,,
41,1595042,"prop-2-enyl (2E,5S)-5-(4-methoxyphenyl)-7-methyl-2-[(4-nitrophenyl)methylidene]-3-oxo-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylate",CC1=C([C@@H](N2C(=O)/C(=C\C3=CC=C(C=C3)[N+](=O)[O-])/SC2=N1)C4=CC=C(C=C4)OC)C(=O)OCC=C,,,,,,
42,1595043,CID 1595043,CC1=C(C=CC(=C1)C(=O)[C@H]2[C@H](N(C(=O)C2=O)CCCOC)C3=CC=C(C=C3)F)OC,,,,,,
43,1595044,CID 1595044,CC1=C(C=CC(=C1)C(=O)[C@H]2[C@@H](N(C(=O)C2=O)CCCOC)C3=CC=C(C=C3)F)OC,,,,,,
44,1595045,"(9S,11S)-9-(4-chlorophenyl)-11-phenyl-8-oxa-12,13,15,17-tetrazatetracyclo[8.7.0.02,7.012,16]heptadeca-1(10),2,4,6,13,15-hexaene",C1=CC=C(C=C1)[C@H]2C3=C(C4=CC=CC=C4O[C@H]3C5=CC=C(C=C5)Cl)NC6=NC=NN26,,,,,,
45,1595046,"(9S,11R)-9-(4-chlorophenyl)-11-phenyl-8-oxa-12,13,15,17-tetrazatetracyclo[8.7.0.02,7.012,16]heptadeca-1(10),2,4,6,13,15-hexaene",C1=CC=C(C=C1)[C@@H]2C3=C(C4=CC=CC=C4O[C@H]3C5=CC=C(C=C5)Cl)NC6=NC=NN26,,,,,,
46,1595047,"(9R,11S)-9-(4-chlorophenyl)-11-phenyl-8-oxa-12,13,15,17-tetrazatetracyclo[8.7.0.02,7.012,16]heptadeca-1(10),2,4,6,13,15-hexaene",C1=CC=C(C=C1)[C@H]2C3=C(C4=CC=CC=C4O[C@@H]3C5=CC=C(C=C5)Cl)NC6=NC=NN26,,,,,,
47,1595048,"(9R,11R)-9-(4-chlorophenyl)-11-phenyl-8-oxa-12,13,15,17-tetrazatetracyclo[8.7.0.02,7.012,16]heptadeca-1(10),2,4,6,13,15-hexaene",C1=CC=C(C=C1)[C@@H]2C3=C(C4=CC=CC=C4O[C@@H]3C5=CC=C(C=C5)Cl)NC6=NC=NN26,,,,,,
48,1595049,CID 1595049,CC1=C(SC(=N1)C)C(=O)[C@@H]2[C@H](N(C(=O)C2=O)CCC[NH+](C)C)C3=CC(=C(C=C3)Cl)Cl,,,,,,
49,1595050,CID 1595050,CC1=C(SC(=N1)C)C(=O)[C@@H]2[C@H](N(C(=O)C2=O)CCCN(C)C)C3=CC(=C(C=C3)Cl)Cl,,,,,,
50,1595051,CID 1595051,CC1=C(SC(=N1)C)C(=O)[C@H]2[C@@H](N(C(=O)C2=O)CCC[NH+](C)C)C3=CC(=C(C=C3)Cl)Cl,,,,,,
51,1595052,CID 1595052,CC1=C(SC(=N1)C)C(=O)[C@H]2[C@@H](N(C(=O)C2=O)CCCN(C)C)C3=CC(=C(C=C3)Cl)Cl,,,,,,
52,1595053,CID 1595053,CC1=C(SC(=N1)C)C(=O)[C@@H]2[C@@H](N(C(=O)C2=O)CCC[NH+](C)C)C3=CC(=C(C=C3)Cl)Cl,,,,,,
53,1595054,CID 1595054,CC1=C(SC(=N1)C)C(=O)[C@@H]2[C@@H](N(C(=O)C2=O)CCCN(C)C)C3=CC(=C(C=C3)Cl)Cl,,,,,,
54,1595055,CID 1595055,C[NH+]1CCN(CC1)C2=C(C(=O)N3C=CC=CC3=N2)/C=C/4\C(=O)N(C(=S)S4)CC=C,,,,,,
55,1595056,CID 1595056,C[NH+]1CCN(CC1)C2=C(C(=O)N3C=CC=CC3=N2)/C=C\4/C(=O)N(C(=S)S4)CC=C,,,,,,
56,1595057,CID 1595057,COC1=C(C=C(C=C1)/C=C\C(=O)[O-])S(=O)(=O)NCCCO,,,,,,
57,1595058,CID 1595058,COC1=C(C=C(C=C1)/C=C\C(=O)O)S(=O)(=O)NCCCO,,,,,,
58,1595059,(E)-3-[3-(3-hydroxypropylsulfamoyl)-4-methoxyphenyl]prop-2-enoate,COC1=C(C=C(C=C1)/C=C/C(=O)[O-])S(=O)(=O)NCCCO,,,,,,
59,1595060,(E)-3-(3-(N-(3-hydroxypropyl)sulfamoyl)-4-methoxyphenyl)acrylic acid,COC1=C(C=C(C=C1)/C=C/C(=O)O)S(=O)(=O)NCCCO,,,,,,
