,CID,name,smiles,7.1-Drug Indication,8.1-Pharmacodynamics,8.2-MeSH Pharmacological Classification,"8.5-Absorption, Distribution and Excretion",8.6-Metabolism/Metabolites,8.7-Biological Half-Life
0,2315001,"[(2S)-1-(2,1,3-benzothiadiazol-4-ylsulfonyl)pyrrolidin-2-yl]-morpholin-4-ylmethanone",C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=NSN=C32)C(=O)N4CCOCC4,,,,,,
1,2315002,"[(2R)-1-(2,1,3-benzothiadiazol-4-ylsulfonyl)pyrrolidin-2-yl]-morpholin-4-ylmethanone",C1C[C@@H](N(C1)S(=O)(=O)C2=CC=CC3=NSN=C32)C(=O)N4CCOCC4,,,,,,
2,2315003,4-[(5E)-2-(cyclopenten-1-yl)-5-[(4-nitrophenyl)methylidene]cyclopenten-1-yl]morpholine,C1CC=C(C1)C2=C(/C(=C/C3=CC=C(C=C3)[N+](=O)[O-])/CC2)N4CCOCC4,,,,,,
3,2315004,CID 2315004,C1CC=C(C1)C2=C(/C(=C\C3=CC=C(C=C3)[N+](=O)[O-])/CC2)N4CCOCC4,,,,,,
4,2315005,"3-[[(2S)-2-methyl-2,3-dihydroindol-1-yl]sulfonyl]benzoate",C[C@H]1CC2=CC=CC=C2N1S(=O)(=O)C3=CC=CC(=C3)C(=O)[O-],,,,,,
5,2315006,"3-[[(2S)-2-methyl-2,3-dihydroindol-1-yl]sulfonyl]benzoic acid",C[C@H]1CC2=CC=CC=C2N1S(=O)(=O)C3=CC=CC(=C3)C(=O)O,,,,,,
6,2315007,"3-[[(2R)-2-methyl-2,3-dihydroindol-1-yl]sulfonyl]benzoate",C[C@@H]1CC2=CC=CC=C2N1S(=O)(=O)C3=CC=CC(=C3)C(=O)[O-],,,,,,
7,2315008,"3-[[(2R)-2-methyl-2,3-dihydroindol-1-yl]sulfonyl]benzoic acid",C[C@@H]1CC2=CC=CC=C2N1S(=O)(=O)C3=CC=CC(=C3)C(=O)O,,,,,,
8,2315009,"1-(4-Bromophenyl)-3-[2,6-di(propan-2-yl)phenyl]urea",CC(C)C1=C(C(=CC=C1)C(C)C)NC(=O)NC2=CC=C(C=C2)Br,,,,,,
9,2315010,"Diethyl (2-{[(3,5-dinitrophenyl)carbonyl]amino}propan-2-yl)phosphonate",CCOP(=O)(C(C)(C)NC(=O)C1=CC(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])OCC,,,,,,
10,2315011,Diethyl {2-[(trichloroacetyl)amino]propan-2-yl}phosphonate,CCOP(=O)(C(C)(C)NC(=O)C(Cl)(Cl)Cl)OCC,,,,,,
11,2315012,Diethyl {2-[(thiophen-2-ylcarbonyl)amino]propan-2-yl}phosphonate,CCOP(=O)(C(C)(C)NC(=O)C1=CC=CS1)OCC,,,,,,
12,2315013,4-bromo-N-[(S)-di(propan-2-yloxy)phosphoryl-phenylmethyl]benzamide,CC(C)OP(=O)([C@@H](C1=CC=CC=C1)NC(=O)C2=CC=C(C=C2)Br)OC(C)C,,,,,,
13,2315014,4-bromo-N-[(R)-di(propan-2-yloxy)phosphoryl-phenylmethyl]benzamide,CC(C)OP(=O)([C@H](C1=CC=CC=C1)NC(=O)C2=CC=C(C=C2)Br)OC(C)C,,,,,,
14,2315015,"(2-phenylphenyl) N-(2,2-dimethyl-1-phenylpropylidene)carbamate",CC(C)(C)C(=NC(=O)OC1=CC=CC=C1C2=CC=CC=C2)C3=CC=CC=C3,,,,,,
15,2315016,Diethyl (2-{[(4-chloro-3-nitrophenyl)carbonyl]amino}propan-2-yl)phosphonate,CCOP(=O)(C(C)(C)NC(=O)C1=CC(=C(C=C1)Cl)[N+](=O)[O-])OCC,,,,,,
16,2315017,2-(3'-Nitrobenzamido)propane-2-phosphonic acid diethyl ester,CCOP(=O)(C(C)(C)NC(=O)C1=CC(=CC=C1)[N+](=O)[O-])OCC,,,,,,
17,2315018,"propan-2-yl N-[(1R)-1,2,2,2-tetrachloroethyl]carbamate",CC(C)OC(=O)N[C@@H](C(Cl)(Cl)Cl)Cl,,,,,,
18,2315019,"propan-2-yl N-[(1S)-1,2,2,2-tetrachloroethyl]carbamate",CC(C)OC(=O)N[C@H](C(Cl)(Cl)Cl)Cl,,,,,,
19,2315020,CID 2315020,CCOC(=O)C1=C(SC2=C1CCCC2)NC(=O)/C=C\C(=O)C3=CC=C(O3)C,,,,,,
20,2315021,"ethyl 2-{[(2E)-4-(5-methylfuran-2-yl)-4-oxobut-2-enoyl]amino}-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxylate",CCOC(=O)C1=C(SC2=C1CCCC2)NC(=O)/C=C/C(=O)C3=CC=C(O3)C,,,,,,
21,2315022,CID 2315022,CC1=CC=C(O1)/C=C\C(=O)NC2=NC=CS2,,,,,,
22,2315023,"(E)-3-(5-methylfuran-2-yl)-N-(1,3-thiazol-2-yl)prop-2-enamide",CC1=CC=C(O1)/C=C/C(=O)NC2=NC=CS2,,,,,,
23,2315024,CID 2315024,C1=CC=C(C=C1)C2=CSC(=N2)NC(=S)NC(=[NH+]S(=O)(=O)C3=CC=CC=C3)C4=CC=CC=C4,,,,,,
24,2315025,"1-[N-(benzenesulfonyl)-C-phenylcarbonimidoyl]-3-(4-phenyl-1,3-thiazol-2-yl)thiourea",C1=CC=C(C=C1)C2=CSC(=N2)NC(=S)NC(=NS(=O)(=O)C3=CC=CC=C3)C4=CC=CC=C4,,,,,,
25,2315026,"2-[(1R)-2-(4-methylphenyl)sulfonyl-3,4-dihydro-1H-isoquinolin-1-yl]acetate",CC1=CC=C(C=C1)S(=O)(=O)N2CCC3=CC=CC=C3[C@H]2CC(=O)[O-],,,,,,
26,2315027,"2-[(1R)-2-(4-methylphenyl)sulfonyl-3,4-dihydro-1H-isoquinolin-1-yl]acetic acid",CC1=CC=C(C=C1)S(=O)(=O)N2CCC3=CC=CC=C3[C@H]2CC(=O)O,,,,,,
27,2315028,"2-[(1S)-2-(4-methylphenyl)sulfonyl-3,4-dihydro-1H-isoquinolin-1-yl]acetate",CC1=CC=C(C=C1)S(=O)(=O)N2CCC3=CC=CC=C3[C@@H]2CC(=O)[O-],,,,,,
28,2315029,"2-[(1S)-2-(4-methylphenyl)sulfonyl-3,4-dihydro-1H-isoquinolin-1-yl]acetic acid",CC1=CC=C(C=C1)S(=O)(=O)N2CCC3=CC=CC=C3[C@@H]2CC(=O)O,,,,,,
29,2315030,"2-[3-Cyano-6-thiophen-2-yl-5-(2,2,2-trifluoroacetyl)pyridin-2-yl]sulfanylacetamide",C1=CSC(=C1)C2=C(C=C(C(=N2)SCC(=O)N)C#N)C(=O)C(F)(F)F,,,,,,
30,2315031,CID 2315031,CC1=CC(=NC(=N1)[N-]S(=O)(=O)C2=CC=C(C=C2)NC(=O)C3CCN(CC3)S(=O)(=O)C4=CC=CS4)C,,,,,,
31,2315032,"N-[4-[(4,6-dimethylpyrimidin-2-yl)sulfamoyl]phenyl]-1-thiophen-2-ylsulfonylpiperidine-4-carboxamide",CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C3CCN(CC3)S(=O)(=O)C4=CC=CS4)C,,,,,,
32,2315033,"2-(4-bromoanilino)-N-[[1-(2-chlorophenyl)-2,5-dimethylpyrrol-3-yl]methylideneamino]acetamide",CC1=CC(=C(N1C2=CC=CC=C2Cl)C)C=NNC(=O)CNC3=CC=C(C=C3)Br,,,,,,
33,2315034,CID 2315034,C1CCC2=C(C1)N3C(=C(N=C3S2)C4=CC=CC=C4)C=NNC(=O)C5=CC(=CC=C5)[N+](=O)O,,,,,,
34,2315035,"N-[[(2R)-oxolan-2-yl]methyl]-5,6-dihydro-4H-cyclopenta[b]thiophene-2-carboxamide",C1C[C@@H](OC1)CNC(=O)C2=CC3=C(S2)CCC3,,,,,,
35,2315036,"N-[[(2S)-oxolan-2-yl]methyl]-5,6-dihydro-4H-cyclopenta[b]thiophene-2-carboxamide",C1C[C@H](OC1)CNC(=O)C2=CC3=C(S2)CCC3,,,,,,
36,2315037,"5,6-dihydro-4H-cyclopenta[b]thiophen-2-yl-[(1R,5S)-1,3,3-trimethyl-6-azabicyclo[3.2.1]octan-6-yl]methanone",C[C@]12C[C@H](CC(C1)(C)C)N(C2)C(=O)C3=CC4=C(S3)CCC4,,,,,,
37,2315038,"5,6-dihydro-4H-cyclopenta[b]thiophen-2-yl-[(1S,5R)-1,3,3-trimethyl-6-azabicyclo[3.2.1]octan-6-yl]methanone",C[C@@]12C[C@@H](CC(C1)(C)C)N(C2)C(=O)C3=CC4=C(S3)CCC4,,,,,,
38,2315039,"N-(5,6-dihydro-4H-cyclopenta[b]thiophene-2-carbonyl)-N-(5-methyl-1,2-oxazol-3-yl)-5,6-dihydro-4H-cyclopenta[b]thiophene-2-carboxamide",CC1=CC(=NO1)N(C(=O)C2=CC3=C(S2)CCC3)C(=O)C4=CC5=C(S4)CCC5,,,,,,
39,2315040,"5,6-dihydro-4H-cyclopenta[b]thiophen-2-yl-[(3R,5S)-3,5-dimethylpiperidin-1-yl]methanone",C[C@@H]1C[C@@H](CN(C1)C(=O)C2=CC3=C(S2)CCC3)C,,,,,,
40,2315041,"5,6-dihydro-4H-cyclopenta[b]thiophen-2-yl-[(3R,5R)-3,5-dimethylpiperidin-1-yl]methanone",C[C@@H]1C[C@H](CN(C1)C(=O)C2=CC3=C(S2)CCC3)C,,,,,,
41,2315042,"5,6-dihydro-4H-cyclopenta[b]thiophen-2-yl-[(3S,5S)-3,5-dimethylpiperidin-1-yl]methanone",C[C@H]1C[C@@H](CN(C1)C(=O)C2=CC3=C(S2)CCC3)C,,,,,,
42,2315043,CID 2315043,CC1=C[NH+]=C(C=C1)N(C(=O)C2=CC3=C(S2)CCC3)C(=O)C4=CC5=C(S4)CCC5,,,,,,
43,2315044,"(3S)-5-(2-methoxyethyl)-2-(2,4,6-trichlorophenyl)-3-(trifluoromethyl)-1H-pyrazol-3-ol",COCCC1=C[C@@](N(N1)C2=C(C=C(C=C2Cl)Cl)Cl)(C(F)(F)F)O,,,,,,
44,2315045,"(3R)-5-(2-methoxyethyl)-2-(2,4,6-trichlorophenyl)-3-(trifluoromethyl)-1H-pyrazol-3-ol",COCCC1=C[C@](N(N1)C2=C(C=C(C=C2Cl)Cl)Cl)(C(F)(F)F)O,,,,,,
45,2315046,"N-(3-morpholin-4-ium-4-ylpropyl)-5,6-dihydro-4H-cyclopenta[b]thiophene-2-carboxamide",C1CC2=C(C1)SC(=C2)C(=O)NCCC[NH+]3CCOCC3,,,,,,
46,2315047,"N-(3-morpholin-4-ylpropyl)-5,6-dihydro-4H-cyclopenta[b]thiophene-2-carboxamide",C1CC2=C(C1)SC(=C2)C(=O)NCCCN3CCOCC3,,,,,,
47,2315048,"14-(4,5,6,7-Tetrahydro-1-benzothiophene-2-carbonyl)-14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(15),2,4,6,9(16),10,12-heptaen-8-one",C1CCC2=C(C1)C=C(S2)C(=O)N3C4=CC=CC5=C4C(=N3)C6=CC=CC=C6C5=O,,,,,,
48,2315049,"N-(5-chloropyridin-2-yl)-N-(5,6-dihydro-4H-cyclopenta[b]thiophene-2-carbonyl)-5,6-dihydro-4H-cyclopenta[b]thiophene-2-carboxamide",C1CC2=C(C1)SC(=C2)C(=O)N(C3=NC=C(C=C3)Cl)C(=O)C4=CC5=C(S4)CCC5,,,,,,
49,2315050,"Ethyl 2-({[1-(2-thienylsulfonyl)piperidin-4-yl]carbonyl}amino)-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxylate",CCOC(=O)C1=C(SC2=C1CCCC2)NC(=O)C3CCN(CC3)S(=O)(=O)C4=CC=CS4,,,,,,
50,2315051,"N-(4,6-dimethyl-1,3-benzothiazol-2-yl)-5,6-dihydro-4H-cyclopenta[b]thiophene-2-carboxamide",CC1=CC(=C2C(=C1)SC(=N2)NC(=O)C3=CC4=C(S3)CCC4)C,,,,,,
