,CID,name,smiles,7.1 Drug Indication,8.1 Pharmacodynamics,8.2 MeSH Pharmacological Classification,"8.5 Absorption,Distribution and Excretion",8.6 Metabolism/Metabolites,8.7 Biological Half-Life
0,1905001,CID 1905001,CCN(CC)CCNC1=C2C(=C3C4=C(CCCC4)C(=[N+]5CCOCC5)N=C3S2)NC=N1,,,,,,
1,1905002,"(5E)-5-[[9-methyl-4-oxo-2-(prop-2-enylamino)pyrido[1,2-a]pyrimidin-3-yl]methylidene]-3-(2-methylpropyl)-2-sulfanylidene-1,3-thiazolidin-4-one",CC1=CC=CN2C1=NC(=C(C2=O)/C=C/3\C(=O)N(C(=S)S3)CC(C)C)NCC=C,,,,,,
2,1905003,"2-(Allylamino)-3-[(Z)-(3-isobutyl-4-oxo-2-thioxo-1,3-thiazolidin-5-ylidene)methyl]-9-methyl-4H-pyrido[1,2-A]pyrimidin-4-one",CC1=CC=CN2C1=NC(=C(C2=O)/C=C\3/C(=O)N(C(=S)S3)CC(C)C)NCC=C,,,,,,
3,1905004,CID 1905004,CC1=CC=CN2C1=NC(=C(C2=O)/C=C/3\C(=O)N(C(=S)S3)CC4=CC=CO4)N5CC[NH+](CC5)C,,,,,,
4,1905005,CID 1905005,CC1=CC=CN2C1=NC(=C(C2=O)/C=C\3/C(=O)N(C(=S)S3)CC4=CC=CO4)N5CC[NH+](CC5)C,,,,,,
5,1905006,"(2S)-1-(3,6-dichlorocarbazol-9-yl)-3-(2-ethylanilino)propan-2-ol",CCC1=CC=CC=C1NC[C@@H](CN2C3=C(C=C(C=C3)Cl)C4=C2C=CC(=C4)Cl)O,,,,,,
6,1905007,"(2R)-1-(3,6-dichlorocarbazol-9-yl)-3-(2-ethylanilino)propan-2-ol",CCC1=CC=CC=C1NC[C@H](CN2C3=C(C=C(C=C3)Cl)C4=C2C=CC(=C4)Cl)O,,,,,,
7,1905008,"ethyl (2S)-2-[(3-cyano-4-ethyl-5-methylthiophen-2-yl)amino]-3,3,3-trifluoro-2-(propanoylamino)propanoate",CCC1=C(SC(=C1C#N)N[C@@](C(=O)OCC)(C(F)(F)F)NC(=O)CC)C,,,,,,
8,1905009,"ethyl (2R)-2-[(3-cyano-4-ethyl-5-methylthiophen-2-yl)amino]-3,3,3-trifluoro-2-(propanoylamino)propanoate",CCC1=C(SC(=C1C#N)N[C@](C(=O)OCC)(C(F)(F)F)NC(=O)CC)C,,,,,,
9,1905010,"N-(2,5-dimethoxyphenyl)-3,3,3-trifluoro-2-methyl-2-(trifluoromethyl)propanamide",CC(C(=O)NC1=C(C=CC(=C1)OC)OC)(C(F)(F)F)C(F)(F)F,,,,,,
10,1905011,CID 1905011,CCCN1C2=CC=CC=C2C(=C1O)N=NC(=O)CNC(=O)[N+]3=C(NC4=CC=CC=C43)C5=CC=CC=N5,,,,,,
11,1905012,"2-amino-N-(2,3-dimethoxybenzyl)-1-(3-methoxyphenyl)-1H-pyrrolo[2,3-b]quinoxaline-3-carboxamide",COC1=CC=CC(=C1)N2C(=C(C3=NC4=CC=CC=C4N=C32)C(=O)NCC5=C(C(=CC=C5)OC)OC)N,,,,,,
12,1905013,CID 1905013,CN1C2=CC=CC=C2C(=C1O)C=NC3=CC=C(C=C3)S(=O)(=O)N=C4C=C([N-]C(=N4)OC)OC,,,,,,
13,1905014,"6-ethyl-3-(4-methyl-1,3-thiazol-2-yl)-7-propoxy-4H-chromen-4-one",CCCOC1=CC2=C(C=C1CC)C(=O)C(=CO2)C3=NC(=CS3)C,,,,,,
14,1905015,CID 1905015,C1C(CC(=O)C(=CNCCO)C1=O)C2=CC=C(C=C2)Cl,,,,,,
15,1905016,"2,2-dimethoxyethyl-[2-[(2-methoxycarbonyl-5-methyl-1H-indol-3-yl)amino]-2-oxoethyl]-methylazanium",CC1=CC2=C(C=C1)NC(=C2NC(=O)C[NH+](C)CC(OC)OC)C(=O)OC,,,,,,
16,1905017,"methyl 3-{[N-(2,2-dimethoxyethyl)-N-methylglycyl]amino}-5-methyl-1H-indole-2-carboxylate",CC1=CC2=C(C=C1)NC(=C2NC(=O)CN(C)CC(OC)OC)C(=O)OC,,,,,,
17,1905018,"2-bromo-N-[(5Z)-5-(3,4-dihydroxybenzylidene)-4-oxo-2-thioxo-1,3-thiazolidin-3-yl]benzamide",C1=CC=C(C(=C1)C(=O)NN2C(=O)/C(=C/C3=CC(=C(C=C3)O)O)/SC2=S)Br,,,,,,
18,1905019,"2-bromo-N-[(5E)-5-[(3,4-dihydroxyphenyl)methylidene]-4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl]benzamide",C1=CC=C(C(=C1)C(=O)NN2C(=O)/C(=C\C3=CC(=C(C=C3)O)O)/SC2=S)Br,,,,,,
19,1905020,"2-fluoro-N-{2-oxo-2-[(2Z)-2-(2-oxo-1-propyl-1,2-dihydro-3H-indol-3-ylidene)hydrazinyl]ethyl}benzamide (non-preferred name)",CCCN1C2=CC=CC=C2C(=C1O)N=NC(=O)CNC(=O)C3=CC=CC=C3F,,,,,,
20,1905021,"3-(1,3-benzothiazol-2-yl)-7-[(4-nitrobenzyl)oxy]-4H-chromen-4-one",C1=CC=C2C(=C1)N=C(S2)C3=COC4=C(C3=O)C=CC(=C4)OCC5=CC=C(C=C5)[N+](=O)[O-],,,,,,
21,1905022,"Propyl 2-[(5-cyano-3,3-dimethyl-8-morpholin-4-yl-1,4-dihydropyrano[3,4-c]pyridin-7-ium-6-yl)sulfanyl]acetate",CCCOC(=O)CSC1=C(C2=C(COC(C2)(C)C)C(=[NH+]1)N3CCOCC3)C#N,,,,,,
22,1905023,"(5E)-3-[(3S)-1,1-dioxothiolan-3-yl]-5-(1-methyl-2-oxoindol-3-ylidene)-2-sulfanylidene-1,3-thiazolidin-4-one",CN1C2=CC=CC=C2/C(=C\3/C(=O)N(C(=S)S3)[C@H]4CCS(=O)(=O)C4)/C1=O,,,,,,
23,1905024,"(5Z)-3-[(3S)-1,1-dioxothiolan-3-yl]-5-(1-methyl-2-oxoindol-3-ylidene)-2-sulfanylidene-1,3-thiazolidin-4-one",CN1C2=CC=CC=C2/C(=C/3\C(=O)N(C(=S)S3)[C@H]4CCS(=O)(=O)C4)/C1=O,,,,,,
24,1905025,"(5E)-3-[(3R)-1,1-dioxothiolan-3-yl]-5-(1-methyl-2-oxoindol-3-ylidene)-2-sulfanylidene-1,3-thiazolidin-4-one",CN1C2=CC=CC=C2/C(=C\3/C(=O)N(C(=S)S3)[C@@H]4CCS(=O)(=O)C4)/C1=O,,,,,,
25,1905026,"(5Z)-3-[(3R)-1,1-dioxothiolan-3-yl]-5-(1-methyl-2-oxoindol-3-ylidene)-2-sulfanylidene-1,3-thiazolidin-4-one",CN1C2=CC=CC=C2/C(=C/3\C(=O)N(C(=S)S3)[C@@H]4CCS(=O)(=O)C4)/C1=O,,,,,,
26,1905027,"5-[2-(4-Chlorophenyl)-2-oxoethyl]sulfanyl-11-methyl-4-(2-phenylethyl)-8-thia-4,6-diaza-11-azoniatricyclo[7.4.0.02,7]trideca-1(9),2(7),5-trien-3-one",C[NH+]1CCC2=C(C1)SC3=C2C(=O)N(C(=N3)SCC(=O)C4=CC=C(C=C4)Cl)CCC5=CC=CC=C5,,,,,,
27,1905028,"2-{[2-(4-chlorophenyl)-2-oxoethyl]sulfanyl}-7-methyl-3-(2-phenylethyl)-5,6,7,8-tetrahydropyrido[4',3':4,5]thieno[2,3-d]pyrimidin-4(3H)-one",CN1CCC2=C(C1)SC3=C2C(=O)N(C(=N3)SCC(=O)C4=CC=C(C=C4)Cl)CCC5=CC=CC=C5,,,,,,
28,1905029,CID 1905029,C=CCN1C(=O)/C(=C/C=C\C2=CC=CO2)/C(=O)NC1=S,,,,,,
29,1905030,CID 1905030,C=CCN1C(=O)/C(=C\C=C/C2=CC=CO2)/C(=O)NC1=S,,,,,,
30,1905031,"(5E)-5-[(2E)-3-(furan-2-yl)prop-2-en-1-ylidene]-1-(prop-2-en-1-yl)-2-thioxodihydropyrimidine-4,6(1H,5H)-dione",C=CCN1C(=O)/C(=C/C=C/C2=CC=CO2)/C(=O)NC1=S,,,,,,
31,1905032,"(E/Z)-1-allyl-5-(3-(furan-2-yl)allylidene)-2-thioxodihydropyrimidine-4,6(1H,5H)-dione",C=CCN1C(=O)/C(=C\C=C\C2=CC=CO2)/C(=O)NC1=S,,,,,,
32,1905033,"4-[(E)-(2,4,6-trioxo-1-prop-2-enyl-1,3-diazinan-5-ylidene)methyl]benzoate",C=CCN1C(=O)/C(=C/C2=CC=C(C=C2)C(=O)[O-])/C(=O)NC1=O,,,,,,
33,1905034,"4-{(E)-[2,4,6-trioxo-1-(prop-2-en-1-yl)tetrahydropyrimidin-5(2H)-ylidene]methyl}benzoic acid",C=CCN1C(=O)/C(=C/C2=CC=C(C=C2)C(=O)O)/C(=O)NC1=O,,,,,,
34,1905035,"4-[(Z)-(2,4,6-trioxo-1-prop-2-enyl-1,3-diazinan-5-ylidene)methyl]benzoate",C=CCN1C(=O)/C(=C\C2=CC=C(C=C2)C(=O)[O-])/C(=O)NC1=O,,,,,,
35,1905036,"4-[(Z)-(2,4,6-trioxo-1-prop-2-enyl-1,3-diazinan-5-ylidene)methyl]benzoic acid",C=CCN1C(=O)/C(=C\C2=CC=C(C=C2)C(=O)O)/C(=O)NC1=O,,,,,,
36,1905037,"(5E)-5-[(3-chlorophenyl)methylidene]-3-[(3S)-1,1-dioxothiolan-3-yl]-2-sulfanylidene-1,3-thiazolidin-4-one",C1CS(=O)(=O)C[C@H]1N2C(=O)/C(=C\C3=CC(=CC=C3)Cl)/SC2=S,,,,,,
37,1905038,"(5Z)-5-[(3-chlorophenyl)methylidene]-3-[(3S)-1,1-dioxothiolan-3-yl]-2-sulfanylidene-1,3-thiazolidin-4-one",C1CS(=O)(=O)C[C@H]1N2C(=O)/C(=C/C3=CC(=CC=C3)Cl)/SC2=S,,,,,,
38,1905039,"(5E)-5-[(3-chlorophenyl)methylidene]-3-[(3R)-1,1-dioxothiolan-3-yl]-2-sulfanylidene-1,3-thiazolidin-4-one",C1CS(=O)(=O)C[C@@H]1N2C(=O)/C(=C\C3=CC(=CC=C3)Cl)/SC2=S,,,,,,
39,1905040,"(5Z)-5-[(3-chlorophenyl)methylidene]-3-[(3R)-1,1-dioxothiolan-3-yl]-2-sulfanylidene-1,3-thiazolidin-4-one",C1CS(=O)(=O)C[C@@H]1N2C(=O)/C(=C/C3=CC(=CC=C3)Cl)/SC2=S,,,,,,
40,1905041,"methyl (2S)-2-[(3-cyano-4,5,6,7-tetrahydro-1-benzothiophen-2-yl)amino]-3,3,3-trifluoro-2-(methoxycarbonylamino)propanoate",COC(=O)[C@@](C(F)(F)F)(NC1=C(C2=C(S1)CCCC2)C#N)NC(=O)OC,,,,,,
41,1905042,"methyl (2R)-2-[(3-cyano-4,5,6,7-tetrahydro-1-benzothiophen-2-yl)amino]-3,3,3-trifluoro-2-(methoxycarbonylamino)propanoate",COC(=O)[C@](C(F)(F)F)(NC1=C(C2=C(S1)CCCC2)C#N)NC(=O)OC,,,,,,
42,1905043,"(E)-N-(2-(2-(5-bromo-2-oxoindolin-3-ylidene)hydrazinyl)-2-oxoethyl)-3,4-dimethoxybenzamide",COC1=C(C=C(C=C1)C(=O)NCC(=O)N=NC2=C(NC3=C2C=C(C=C3)Br)O)OC,,,,,,
43,1905044,"2-amino-1-benzyl-N-[2-(2-methoxyphenyl)ethyl]-1H-pyrrolo[2,3-b]quinoxaline-3-carboxamide",COC1=CC=CC=C1CCNC(=O)C2=C(N(C3=NC4=CC=CC=C4N=C23)CC5=CC=CC=C5)N,,,,,,
44,1905045,"4-{3-(2,4-dichlorophenyl)-5,6-dimethoxy-1-[(4-methylphenyl)sulfonyl]-1H-indol-2-yl}butan-2-one",CC1=CC=C(C=C1)S(=O)(=O)N2C3=CC(=C(C=C3C(=C2CCC(=O)C)C4=C(C=C(C=C4)Cl)Cl)OC)OC,,,,,,
45,1905046,CID 1905046,COC1=CC2=C(C=C1)N=C3C2=NC(=O)N(C3=O)N=CC4=CC=C(C=C4)N(O)O,,,,,,
46,1905047,(2E)-3-(1-benzyl-1H-indol-3-yl)-2-cyano-N-(3-nitrophenyl)prop-2-enamide,C1=CC=C(C=C1)CN2C=C(C3=CC=CC=C32)/C=C(\C#N)/C(=O)NC4=CC(=CC=C4)[N+](=O)[O-],,,,,,
47,1905048,CID 1905048,C1=CC=C(C=C1)CN2C=C(C3=CC=CC=C32)/C=C(/C#N)\C(=O)NC4=CC(=CC=C4)[N+](=O)[O-],,,,,,
48,1905049,"N-[[4-[(2,4-dichlorophenyl)methoxy]phenyl]methylideneamino]-3-(3,5-dimethylpyrazol-1-yl)propanamide",CC1=CC(=NN1CCC(=O)NN=CC2=CC=C(C=C2)OCC3=C(C=C(C=C3)Cl)Cl)C,,,,,,
49,1905050,"2-{[4-(2-methylphenyl)-5-oxo-5,7-dihydro-4H-spiro[benzo[h][1,2,4]triazolo[4,3-a]quinazoline-6,1'-cyclohexan]-1-yl]sulfanyl}acetamide",CC1=CC=CC=C1N2C(=O)C3=C(C4=CC=CC=C4CC35CCCCC5)N6C2=NN=C6SCC(=O)N,,,,,,
50,1905051,"N-[1-butyl-3-(phenylsulfonyl)-1H-pyrrolo[2,3-b]quinoxalin-2-yl]furan-2-carboxamide",CCCCN1C(=C(C2=NC3=CC=CC=C3N=C21)S(=O)(=O)C4=CC=CC=C4)NC(=O)C5=CC=CO5,,,,,,
51,1905052,CID 1905052,CC1=CC=C(C=C1)[C@H]2C(=C(N=C3N2C(=O)/C(=C\4/C5=CC=CC=C5N(C4=O)CC=C)/S3)C)C(=O)OC(C)C,,,,,,
52,1905053,"propan-2-yl (2Z,5S)-7-methyl-5-(4-methylphenyl)-3-oxo-2-(2-oxo-1-prop-2-enylindol-3-ylidene)-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylate",CC1=CC=C(C=C1)[C@H]2C(=C(N=C3N2C(=O)/C(=C/4\C5=CC=CC=C5N(C4=O)CC=C)/S3)C)C(=O)OC(C)C,,,,,,
53,1905054,CID 1905054,CC1=CC=C(C=C1)[C@@H]2C(=C(N=C3N2C(=O)/C(=C\4/C5=CC=CC=C5N(C4=O)CC=C)/S3)C)C(=O)OC(C)C,,,,,,
54,1905055,"propan-2-yl (2Z,5R)-7-methyl-5-(4-methylphenyl)-3-oxo-2-(2-oxo-1-prop-2-enylindol-3-ylidene)-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylate",CC1=CC=C(C=C1)[C@@H]2C(=C(N=C3N2C(=O)/C(=C/4\C5=CC=CC=C5N(C4=O)CC=C)/S3)C)C(=O)OC(C)C,,,,,,
55,1905056,CID 1905056,C1=CC2=[NH+]C(=CC3=C(N(C(=S)NC3=O)C4=CC(=CC=C4)F)O)N=C2C=C1,,,,,,
56,1905057,8-methoxy-3-(2-(o-tolylamino)thiazol-4-yl)-2H-chromen-2-one,CC1=CC=CC=C1NC2=NC(=CS2)C3=CC4=C(C(=CC=C4)OC)OC3=O,,,,,,
57,1905058,CID 1905058,CC1=NC(=NC2=CC=CC=C12)NC(=NC(=O)C3=CC(=CC=C3)[N+](=O)[O-])NC(=O)C4=CC(=CC=C4)[N+](=O)O,,,,,,
58,1905059,"(Z)-2-cyano-3-(3,4-dimethoxyphenyl)-N-(1,5-dimethyl-3-oxo-2-phenylpyrazol-4-yl)prop-2-enamide",CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)/C(=C\C3=CC(=C(C=C3)OC)OC)/C#N,,,,,,
59,1905060,CID 1905060,CC1(CC(=O)[C@H]2[C@H](N(C3=CC=CC=C3NC2=C1)C(=O)CC4=CC=C(C=C4)Cl)C5=CC(=C(C=C5)Cl)Cl)C,,,,,,
60,1905061,CID 1905061,CC1(CC(=O)[C@@H]2[C@@H](N(C3=CC=CC=C3NC2=C1)C(=O)CC4=CC=C(C=C4)Cl)C5=CC(=C(C=C5)Cl)Cl)C,,,,,,
61,1905062,(E)-3-((4-ethoxyphenyl)amino)-2-(4-(4-ethoxyphenyl)thiazol-2-yl)acrylonitrile,CCOC1=CC=C(C=C1)C2=CSC(=N2)/C(=C/NC3=CC=C(C=C3)OCC)/C#N,,,,,,
62,1905063,1-Carbazol-9-yl-2-(4-methylpiperidin-1-ium-1-yl)ethanone,CC1CC[NH+](CC1)CC(=O)N2C3=CC=CC=C3C4=CC=CC=C42,,,,,,
63,1905064,1-(9H-carbazol-9-yl)-2-(4-methylpiperidin-1-yl)ethanone,CC1CCN(CC1)CC(=O)N2C3=CC=CC=C3C4=CC=CC=C42,,,,,,
64,1905065,"2-chloro-N-[3-cyano-1-(2-methylphenyl)-1H-pyrrolo[2,3-b]quinoxalin-2-yl]benzamide",CC1=CC=CC=C1N2C(=C(C3=NC4=CC=CC=C4N=C32)C#N)NC(=O)C5=CC=CC=C5Cl,,,,,,
65,1905066,"2,2,3,3,4,4,4-heptafluoro-N-(2-methoxyphenyl)butanamide",COC1=CC=CC=C1NC(=O)C(C(C(F)(F)F)(F)F)(F)F,,,,,,
