,CID,name,smiles,7.1 Drug Indication,8.1 Pharmacodynamics,8.2 MeSH Pharmacological Classification,"8.5 Absorption,Distribution and Excretion",8.6 Metabolism/Metabolites,8.7 Biological Half-Life
0,1955001,"1-[(5E)-5-[(5-morpholin-4-ylfuran-2-yl)methylidene]-4-oxo-1,3-thiazol-2-yl]piperidine-4-carboxamide",C1CN(CCC1C(=O)N)C2=NC(=O)/C(=C\C3=CC=C(O3)N4CCOCC4)/S2,,,,,,
1,1955002,"2-amino-1-butyl-N-(2-phenylethyl)-1H-pyrrolo[2,3-b]quinoxaline-3-carboxamide",CCCCN1C(=C(C2=NC3=CC=CC=C3N=C21)C(=O)NCCC4=CC=CC=C4)N,,,,,,
2,1955003,"1-[(5Z)-5-[(5-morpholin-4-ylfuran-2-yl)methylidene]-4-oxo-1,3-thiazol-2-yl]piperidine-4-carboxamide",C1CN(CCC1C(=O)N)C2=NC(=O)/C(=C/C3=CC=C(O3)N4CCOCC4)/S2,,,,,,
3,1955004,4-[(Pyrazine-2-carbonylhydrazinylidene)methyl]benzoate,C1=CC(=CC=C1C=NNC(=O)C2=NC=CN=C2)C(=O)[O-],,,,,,
4,1955005,"(4R)-3-[3-(4-oxoquinazolin-3-yl)propanoyl]-1,3-thiazolidine-4-carboxylate",C1[C@H](N(CS1)C(=O)CCN2C=NC3=CC=CC=C3C2=O)C(=O)[O-],,,,,,
5,1955006,"(4R)-3-[3-(4-oxoquinazolin-3-yl)propanoyl]-1,3-thiazolidine-4-carboxylic acid",C1[C@H](N(CS1)C(=O)CCN2C=NC3=CC=CC=C3C2=O)C(=O)O,,,,,,
6,1955007,"3-chloro-N'-[(3S)-2,5-dioxo-1-[3-(trifluoromethyl)phenyl]pyrrolidin-3-yl]benzohydrazide",C1[C@@H](C(=O)N(C1=O)C2=CC=CC(=C2)C(F)(F)F)NNC(=O)C3=CC(=CC=C3)Cl,,,,,,
7,1955008,"(4S)-3-[3-(4-oxoquinazolin-3-yl)propanoyl]-1,3-thiazolidine-4-carboxylate",C1[C@@H](N(CS1)C(=O)CCN2C=NC3=CC=CC=C3C2=O)C(=O)[O-],,,,,,
8,1955009,"(4S)-3-[3-(4-oxoquinazolin-3-yl)propanoyl]-1,3-thiazolidine-4-carboxylic acid",C1[C@@H](N(CS1)C(=O)CCN2C=NC3=CC=CC=C3C2=O)C(=O)O,,,,,,
9,1955010,"3-chloro-N'-[(3R)-2,5-dioxo-1-[3-(trifluoromethyl)phenyl]pyrrolidin-3-yl]benzohydrazide",C1[C@H](C(=O)N(C1=O)C2=CC=CC(=C2)C(F)(F)F)NNC(=O)C3=CC(=CC=C3)Cl,,,,,,
10,1955011,"2-(2-Fluorophenyl)-3-(4-fluorophenyl)thiochromeno[2,3-d]pyrimidine-4,5-dione",C1=CC=C(C(=C1)C2=NC3=C(C(=O)C4=CC=CC=C4S3)C(=O)N2C5=CC=C(C=C5)F)F,,,,,,
11,1955012,CID 1955012,CCCCCCN1[C@H]([C@@H](C(=O)C1=O)C(=O)C2=CC=CC=C2)C3=CC(=C(C=C3)OC)OC,,,,,,
