,CID,name,smiles,7.1-Drug Indication,8.1-Pharmacodynamics,8.2-MeSH Pharmacological Classification,"8.5-Absorption, Distribution and Excretion",8.6-Metabolism/Metabolites,8.7-Biological Half-Life
0,1560001,"(5E)-3-methyl-5-[(2E)-2-methyl-3-phenylprop-2-en-1-ylidene]-2-thioxo-1,3-thiazolidin-4-one",C/C(=C\C1=CC=CC=C1)/C=C/2\C(=O)N(C(=S)S2)C,,,,,,
1,1560002,C14H13Nos2,C/C(=C\C1=CC=CC=C1)/C=C\2/C(=O)N(C(=S)S2)C,,,,,,
2,1560003,CID 1560003,CCOC(=O)CN1C2=CC=CC=C2C(=C1O)N=NC(=O)CNC(=O)/C=C\C3=CC=CC=C3,,,,,,
3,1560004,"ethyl {(3Z)-2-oxo-3-[2-({[(2E)-3-phenylprop-2-enoyl]amino}acetyl)hydrazinylidene]-2,3-dihydro-1H-indol-1-yl}acetate",CCOC(=O)CN1C2=CC=CC=C2C(=C1O)N=NC(=O)CNC(=O)/C=C/C3=CC=CC=C3,,,,,,
4,1560005,"1-[3-(3-chloro-4-methoxyphenyl)-1-phenylpyrazol-4-yl]-N-[(3S)-1,1-dioxothiolan-3-yl]methanimine",COC1=C(C=C(C=C1)C2=NN(C=C2C=N[C@H]3CCS(=O)(=O)C3)C4=CC=CC=C4)Cl,,,,,,
5,1560006,"N-[(1Z)-3-{[2-(3,4-dimethoxyphenyl)ethyl]amino}-1-(1-methyl-1H-indol-3-yl)-3-oxoprop-1-en-2-yl]-4-methoxybenzamide",CN1C=C(C2=CC=CC=C21)/C=C(/C(=O)NCCC3=CC(=C(C=C3)OC)OC)\NC(=O)C4=CC=C(C=C4)OC,,,,,,
6,1560007,CID 1560007,COC1=CC=C(C=C1)[C@H]2N3[C@H](C=C(N3)C4=CC=C(C=C4)Cl)C5=C(O2)C=CC(=C5)Br,,,,,,
7,1560008,"(2E)-3-{[4-chloro-2-(phenylcarbonyl)phenyl]amino}-2-[4-(4-methylphenyl)-1,3-thiazol-2-yl]prop-2-enenitrile",CC1=CC=C(C=C1)C2=CSC(=N2)/C(=C/NC3=C(C=C(C=C3)Cl)C(=O)C4=CC=CC=C4)/C#N,,,,,,
8,1560009,"(5S,9E)-5-(4-methylphenyl)-9-[(4-methylphenyl)methylidene]-3-phenyl-5,6,7,8-tetrahydro-[1,3]thiazolo[2,3-b]quinazoline",CC1=CC=C(C=C1)/C=C/2\CCCC3=C2N=C4N([C@H]3C5=CC=C(C=C5)C)C(=CS4)C6=CC=CC=C6,,,,,,
9,1560010,"2,4-Dinitrobenzene-1,3-diolate",C1=CC(=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[O-],,,,,,
10,1560011,CID 1560011,CC1=CC=C(C=C1)/C=C\2/CCCC3=C2N=C4N([C@H]3C5=CC=C(C=C5)C)C(=CS4)C6=CC=CC=C6,,,,,,
11,1560012,"(5R,9E)-5-(4-methylphenyl)-9-[(4-methylphenyl)methylidene]-3-phenyl-5,6,7,8-tetrahydro-[1,3]thiazolo[2,3-b]quinazoline",CC1=CC=C(C=C1)/C=C/2\CCCC3=C2N=C4N([C@@H]3C5=CC=C(C=C5)C)C(=CS4)C6=CC=CC=C6,,,,,,
12,1560013,CID 1560013,CC1=CC=C(C=C1)/C=C\2/CCCC3=C2N=C4N([C@@H]3C5=CC=C(C=C5)C)C(=CS4)C6=CC=CC=C6,,,,,,
13,1560014,(2R)-2-acetamidopentanedioate,CC(=O)N[C@H](CCC(=O)[O-])C(=O)[O-],,,,,,
14,1560015,N-Acetyl-D-glutamic acid,CC(=O)N[C@H](CCC(=O)O)C(=O)O,,,,,,
15,1560016,"3-ethyl-2-propan-2-ylsulfanylspiro[6H-benzo[h]quinazoline-5,1'-cyclopentane]-4-one",CCN1C(=O)C2=C(C3=CC=CC=C3CC24CCCC4)N=C1SC(C)C,,,,,,
16,1560017,CID 1560017,COCCCN1[C@H]([C@@H](C(=O)C1=O)C(=O)C2=CC=CO2)C3=CC(=CC=C3)[N+](=O)[O-],,,,,,
17,1560018,CID 1560018,COCCCN1[C@@H]([C@H](C(=O)C1=O)C(=O)C2=CC=CO2)C3=CC(=CC=C3)[N+](=O)[O-],,,,,,
18,1560019,"3-(4-methoxybenzyl)-2-thioxo-2,3,5,6-tetrahydrospiro(benzo[h]quinazoline-5,1'-cyclohexane)-4(1H)-one",COC1=CC=C(C=C1)CN2C(=O)C3=C(C4=CC=CC=C4CC35CCCCC5)NC2=S,,,,,,
19,1560020,"Glycine, N-(diphenylacetyl)-, [(3-phenyl-1H-pyrazol-4-yl)methylene]hydrazide",C1=CC=C(C=C1)C2=C(C=NN2)C=NNC(=O)CNC(=O)C(C3=CC=CC=C3)C4=CC=CC=C4,,,,,,
20,1560021,CID 1560021,CC1=CC=C(C=C1)CSC2=NC(=O)C3=C(N2)C4=C(CC35CCCCC5)C=CC(=C4)C,,,,,,
21,1560022,C30H25ClN4O2,CC1=CC(=C(C=C1Cl)C(C)C)OCC2=NN3C=NC4=C(C3=N2)C(=C(O4)C5=CC=CC=C5)C6=CC=CC=C6,,,,,,
22,1560023,N-(2-hydroxyethyl)-5-{4-[(4-methoxyphenyl)amino]phthalazin-1-yl}-2-methylbenzenesulfonamide,CC1=C(C=C(C=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC)S(=O)(=O)NCCO,,,,,,
23,1560024,CID 1560024,CC1=C(C=CC(=C1)C(=O)[C@@H]2[C@H](N(C(=O)C2=O)C3=NC=CS3)C4=CC=C(C=C4)Cl)OC,,,,,,
24,1560025,CID 1560025,CC1=C(C=CC(=C1)C(=O)[C@@H]2[C@@H](N(C(=O)C2=O)C3=NC=CS3)C4=CC=C(C=C4)Cl)OC,,,,,,
25,1560026,"2,4-Dinitrobenzoate",C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(=O)[O-],,,,,,
26,1560027,N-[(3-ethoxy-4-hydroxyphenyl)methylideneamino]-2-[(3-methyl-1H-benzimidazol-3-ium-2-yl)sulfanyl]acetamide,CCOC1=C(C=CC(=C1)C=NNC(=O)CSC2=[N+](C3=CC=CC=C3N2)C)O,,,,,,
27,1560028,CID 1560028,CC1=CC=C(C=C1)[C@]2(CC(N(C3=C2C=C(C=C3)C)C(=O)/C=C\C4=CC=CO4)(C)C)C,,,,,,
28,1560029,"(E)-3-(furan-2-yl)-1-[(4R)-2,2,4,6-tetramethyl-4-(4-methylphenyl)-3H-quinolin-1-yl]prop-2-en-1-one",CC1=CC=C(C=C1)[C@]2(CC(N(C3=C2C=C(C=C3)C)C(=O)/C=C/C4=CC=CO4)(C)C)C,,,,,,
29,1560030,CID 1560030,CC1=CC=C(C=C1)[C@@]2(CC(N(C3=C2C=C(C=C3)C)C(=O)/C=C\C4=CC=CO4)(C)C)C,,,,,,
30,1560031,"(E)-3-(furan-2-yl)-1-[(4S)-2,2,4,6-tetramethyl-4-(4-methylphenyl)-3H-quinolin-1-yl]prop-2-en-1-one",CC1=CC=C(C=C1)[C@@]2(CC(N(C3=C2C=C(C=C3)C)C(=O)/C=C/C4=CC=CO4)(C)C)C,,,,,,
31,1560032,CID 1560032,COC1=CC2=C(C=C1)N=C(S2)N3[C@H]([C@H](C(=O)C3=O)C(=O)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,,,,,,
32,1560033,CID 1560033,COC1=CC2=C(C=C1)N=C(S2)N3[C@@H]([C@H](C(=O)C3=O)C(=O)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,,,,,,
33,1560034,(-)-Quinate,C1[C@H](C([C@@H](CC1(C(=O)[O-])O)O)O)O,,,,,,
34,1560035,"2-But-3-enyl-2,5,7-trimethyl-1,3-diazoniatricyclo[3.3.1.13,7]decan-6-one",CC12C[NH+]3CC(C1=O)(C[NH+](C2)C3(C)CCC=C)C,,,,,,
35,1560036,"2-But-3-enyl-2,5,7-trimethyl-1,3-diaza-tricyclo[3.3.1.1*3,7*]decan-6-one",CC12CN3CC(C1=O)(CN(C2)C3(C)CCC=C)C,,,,,,
36,1560037,2-Oxo-2-phenylethanesulfonate,C1=CC=C(C=C1)C(=O)CS(=O)(=O)[O-],,,,,,
37,1560038,CID 1560038,COC(=O)C1=CC(=C(C=C1)C(=O)OC)N/C=C(/C#N)\C2=NC(=CS2)C3=CC=C(C=C3)Cl,,,,,,
38,1560039,CID 1560039,CC1=CC=CC=C1C2=NNC(=S)N2N=C/C(=C\C3=CC=CC=C3)/C,,,,,,
39,1560040,CID 1560040,C[C@@H](C1=[N+](C2=CC=CC=C2N1)C/C=C\C3=CC=CC=C3)O,,,,,,
